Line,Env,DTHD,DTMT,GY,Height
GID7626434,FlatDrip,74,112,2.294148212,69
GID7626435,FlatDrip,73,112,1.830814879,75
GID7626441,FlatDrip,75,112,2.437481545,79
GID7626442,FlatDrip,71,109,2.624148212,76
GID7626446,FlatDrip,73,110,2.537481545,76
GID7626450,FlatDrip,70,108,2.540814879,79
GID7626451,FlatDrip,72,109,2.747481545,77
GID7626460,FlatDrip,73,110,2.804148212,80
GID7626461,FlatDrip,77,115,2.594148212,74
GID7626476,FlatDrip,67,107,2.504148212,78
GID7626480,FlatDrip,74,112,1.990814879,80
GID7626484,FlatDrip,78,117,2.404148212,79
GID7626486,FlatDrip,76,110,0.950814879,74
GID7626498,FlatDrip,80,118,2.574829795,81
GID7626517,FlatDrip,80,115,2.661496462,84
GID7626520,FlatDrip,72,110,2.228163128,85
GID7626528,FlatDrip,73,111,2.414829795,84
GID7626549,FlatDrip,74,112,2.498163128,80
GID7626551,FlatDrip,79,117,1.911496462,68
GID7626563,FlatDrip,77,113,2.368163128,69
GID7626565,FlatDrip,69,104,2.268163128,76
GID7626568,FlatDrip,79,115,1.984829795,73
GID7626569,FlatDrip,72,107,2.814829795,83
GID7626570,FlatDrip,73,108,2.851496462,80
GID7626571,FlatDrip,73,108,2.691496462,83
GID7626572,FlatDrip,74,109,2.714829795,82
GID7626576,FlatDrip,75,113,2.104829795,77
GID7626584,FlatDrip,64,105,2.858163128,88
GID7626590,FlatDrip,75,115,2.158163128,81
GID7626611,FlatDrip,69,109,2.938163128,89
GID7626651,FlatDrip,76,111,2.468163128,80
GID7626657,FlatDrip,80,118,2.104829795,80
GID7626664,FlatDrip,78,114,2.431496462,83
GID7626670,FlatDrip,79,114,2.141496462,81
GID7626674,FlatDrip,77,115,2.911496462,85
GID7626686,FlatDrip,81,119,2.134829795,80
GID7626687,FlatDrip,84,121,1.961496462,75
GID7626688,FlatDrip,75,114,2.761496462,89
GID7626689,FlatDrip,77,115,2.491496462,83
GID7626690,FlatDrip,78,118,2.661496462,75
GID7626691,FlatDrip,82,120,2.334829795,75
GID7626725,FlatDrip,77,112,2.689145131,72
GID7626732,FlatDrip,82,118,2.049145131,74
GID7626736,FlatDrip,78,115,2.359145131,74
GID7626741,FlatDrip,80,115,2.325811798,76
GID7626747,FlatDrip,67,103,2.839145131,82
GID7626758,FlatDrip,81,115,2.462478465,72
GID7626772,FlatDrip,71,107,2.432478465,82
GID7626778,FlatDrip,77,112,2.845811798,81
GID7626780,FlatDrip,78,115,2.752478465,72
GID7626817,FlatDrip,72,107,3.225811798,85
GID7626824,FlatDrip,70,105,2.749145131,90
GID7626826,FlatDrip,70,107,2.815811798,85
GID7626864,FlatDrip,71,107,2.632478465,87
GID7626865,FlatDrip,71,108,2.815811798,87
GID7626876,FlatDrip,74,109,2.479145131,75
GID7626877,FlatDrip,75,113,2.495811798,83
GID7626881,FlatDrip,69,106,2.895811798,88
GID7626892,FlatDrip,77,115,2.282478465,78
GID7626893,FlatDrip,70,109,2.919145131,93
GID7626952,FlatDrip,69,108,2.745811798,91
GID7626971,FlatDrip,72,112,2.819145131,92
GID7626976,FlatDrip,72,111,2.879145131,70
GID7627005,FlatDrip,70,108,2.895811798,87
GID7627041,FlatDrip,68,108,2.815811798,83
GID7627048,FlatDrip,71,109,2.589145131,79
GID7627062,FlatDrip,69,109,2.725811798,91
GID7627064,FlatDrip,65,107,2.971794143,90
GID7627065,FlatDrip,65,106,3.011794143,87
GID7627074,FlatDrip,76,112,1.871794143,70
GID7627125,FlatDrip,73,114,2.85846081,81
GID7627127,FlatDrip,75,115,1.891794143,79
GID7627129,FlatDrip,76,114,2.201794143,74
GID7627134,FlatDrip,76,114,1.431794143,78
GID7627138,FlatDrip,80,115,1.831794143,69
GID7627139,FlatDrip,80,117,1.791794143,72
GID7627147,FlatDrip,76,111,1.915127477,64
GID7627153,FlatDrip,77,112,2.29846081,62
GID7627159,FlatDrip,73,109,2.561794143,74
GID7627160,FlatDrip,78,114,1.575127477,68
GID7627188,FlatDrip,65,102,2.27846081,86
GID7627201,FlatDrip,67,104,2.47846081,87
GID7627209,FlatDrip,68,103,2.461794143,89
GID7627210,FlatDrip,66,102,2.401794143,94
GID7627220,FlatDrip,75,110,2.125127477,81
GID7627233,FlatDrip,68,102,2.54846081,83
GID7627238,FlatDrip,76,115,2.413658237,63
GID7627240,FlatDrip,72,109,2.690324904,84
GID7627251,FlatDrip,69,107,2.886991571,91
GID7627256,FlatDrip,71,109,2.953658237,79
GID7627261,FlatDrip,69,107,2.600324904,74
GID7627297,FlatDrip,80,116,2.600324904,73
GID7627313,FlatDrip,72,109,2.663658237,87
GID7627315,FlatDrip,64,102,2.640324904,93
GID7627323,FlatDrip,76,115,2.453658237,85
GID7627324,FlatDrip,75,113,2.770324904,88
GID7627341,FlatDrip,67,107,2.480324904,84
GID7627350,FlatDrip,71,108,2.866991571,91
GID7627359,FlatDrip,72,109,2.580324904,82
GID7627366,FlatDrip,70,105,2.986991571,83
GID7627395,FlatDrip,75,114,2.573658237,78
GID7627400,FlatDrip,74,109,3.083658237,75
GID7627402,FlatDrip,74,108,2.393658237,78
GID7627407,FlatDrip,73,107,2.670324904,83
GID7627412,FlatDrip,72,107,2.766991571,87
GID7627422,FlatDrip,72,108,3.033658237,85
GID7627423,FlatDrip,69,107,2.840324904,88
GID7627428,FlatDrip,75,115,2.243658237,79
GID7627430,FlatDrip,75,114,2.450324904,79
GID7627433,FlatDrip,70,108,2.673658237,77
GID7627435,FlatDrip,69,110,2.765327985,82
GID7627436,FlatDrip,71,109,2.381994652,82
GID7627438,FlatDrip,72,109,2.385327985,87
GID7627439,FlatDrip,71,109,2.851994652,89
GID7627440,FlatDrip,67,108,2.748661318,83
GID7627441,FlatDrip,73,112,2.261994652,80
GID7627446,FlatDrip,71,111,2.461994652,84
GID7627458,FlatDrip,70,112,2.818661318,86
GID7627494,FlatDrip,73,113,2.395327985,78
GID7627532,FlatDrip,71,106,3.055327985,87
GID7627533,FlatDrip,73,109,2.568661318,81
GID7627534,FlatDrip,76,111,2.365327985,79
GID7627536,FlatDrip,65,102,2.528073486,75
GID7627538,FlatDrip,70,107,2.504740152,68
GID7627541,FlatDrip,73,109,2.578073486,72
GID7627556,FlatDrip,69,105,2.728073486,78
GID7627560,FlatDrip,76,110,2.458073486,68
GID7627562,FlatDrip,67,103,2.581406819,75
GID7627563,FlatDrip,71,105,2.768073486,74
GID7627584,FlatDrip,72,108,2.404740152,72
GID7627585,FlatDrip,84,121,1.241406819,59
GID7627596,FlatDrip,73,109,2.484740152,60
GID7627602,FlatDrip,80,115,2.328073486,62
GID7627605,FlatDrip,60,101,2.588073486,70
GID7627624,FlatDrip,77,113,2.261406819,63
GID7627645,FlatDrip,76,115,2.031406819,62
GID7627648,FlatDrip,72,107,2.728073486,71
GID7627652,FlatDrip,69,109,1.728073486,70
GID7627655,FlatDrip,74,113,2.594740152,64
GID7627659,FlatDrip,76,113,2.008073486,65
GID7627661,FlatDrip,65,105,2.684740152,79
GID7627677,FlatDrip,80,119,2.648486652091,63
GID7627678,FlatDrip,69,107,3.058073486,77
GID7627691,FlatDrip,69,106,2.778073486,80
GID7627695,FlatDrip,69,107,2.794740152,72
GID7627696,FlatDrip,69,107,2.868073486,71
GID7627698,FlatDrip,70,106,2.868073486,73
GID7627699,FlatDrip,67,106,2.804740152,73
GID7627718,FlatDrip,72,110,2.641406819,80
GID7627721,FlatDrip,75,112,2.631010595,80
GID7627728,FlatDrip,69,106,2.914343928,81
GID7627730,FlatDrip,73,111,2.854343928,85
GID7627739,FlatDrip,68,107,2.614343928,88
GID7627757,FlatDrip,69,107,2.831010595,80
GID7627768,FlatDrip,70,106,3.361010595,80
GID7627769,FlatDrip,72,109,2.831010595,71
GID7627773,FlatDrip,68,107,2.841010595,69
GID7627774,FlatDrip,67,106,2.894343928,76
GID7627777,FlatDrip,72,107,2.801010595,76
GID7627794,FlatDrip,72,107,2.727677261,69
GID7627795,FlatDrip,80,116,2.077677261,70
GID7627796,FlatDrip,75,111,2.531010595,72
GID7627825,FlatDrip,65,108,2.767677261,78
GID7627834,FlatDrip,68,109,2.671010595,78
GID7627893,FlatDrip,68,108,2.791010595,80
GID7627894,FlatDrip,73,114,2.494343928,71
GID7627899,FlatDrip,65,106,3.151010595,85
GID7627900,FlatDrip,75,115,2.484343928,80
GID7627901,FlatDrip,67,107,2.964343928,88
GID7627913,FlatDrip,72,109,2.717677261,80
GID7627914,FlatDrip,65,106,3.061010595,90
GID7627915,FlatDrip,67,107,2.994343928,85
GID7627930,FlatDrip,69,108,2.427677261,81
GID7627997,FlatDrip,73,110,2.824343928,80
GID7627998,FlatDrip,73,111,2.617677261,75
GID7627999,FlatDrip,74,108,2.542677604,66
GID7628001,FlatDrip,73,108,2.772677604,72
GID7628008,FlatDrip,70,103,2.655673581,80
GID7628010,FlatDrip,72,107,2.666010937,75
GID7628040,FlatDrip,76,112,2.126010937,70
GID7628051,FlatDrip,74,110,2.56934427,73
GID7628065,FlatDrip,74,113,2.412677604,69
GID7628071,FlatDrip,73,109,2.902677604,72
GID7628072,FlatDrip,74,108,2.82934427,76
GID7628074,FlatDrip,73,109,2.832677604,78
GID7628080,FlatDrip,72,107,2.976010937,77
GID7628084,FlatDrip,72,106,2.896010937,76
GID7628122,FlatDrip,65,107,2.662677604,84
GID7628142,FlatDrip,80,118,1.56934427,65
GID7628145,FlatDrip,79,118,2.382677604,59
GID7628147,FlatDrip,81,120,1.46934427,63
GID7628158,FlatDrip,75,110,2.152677604,70
GID7628180,FlatDrip,67,107,2.746010937,88
GID7628193,FlatDrip,75,114,2.307975628,74
GID7628201,FlatDrip,73,113,2.351308961,72
GID7628212,FlatDrip,66,107,2.821308961,85
GID7628213,FlatDrip,71,110,2.641308961,79
GID7628218,FlatDrip,69,107,2.297975628,79
GID7628220,FlatDrip,60,101,2.487975628,86
GID7628222,FlatDrip,63,102,2.444642294,79
GID7628250,FlatDrip,80,119,1.957975628,69
GID7628253,FlatDrip,71,107,2.617975628,72
GID7628425,FlatDrip,79,116,2.248944623,87
GID7628434,FlatDrip,80,110,2.35561129,89
GID7628439,FlatDrip,82,118,2.058944623,84
GID7628442,FlatDrip,80,117,2.458944623,89
GID7628467,FlatDrip,70,105,2.915716678,97
GID7628468,FlatDrip,76,110,2.999050012,90
GID7628473,FlatDrip,75,110,2.785716678,93
GID7628477,FlatDrip,74,111,2.665716678,87
GID7628492,FlatDrip,73,108,2.659050012,93
GID7628540,FlatDrip,62,102,2.772383345,94
GID7628581,FlatDrip,77,115,2.745716678,83
GID7628586,FlatDrip,73,106,2.899050012,96
GID7628588,FlatDrip,76,110,2.782383345,91
GID7628590,FlatDrip,76,111,2.569050012,88
GID7628593,FlatDrip,66,104,2.859050012,95
GID7628597,FlatDrip,74,108,2.955716678,92
GID7628598,FlatDrip,76,112,2.569050012,90
GID7628632,FlatDrip,85,121,1.122383345,82
GID7628658,FlatDrip,74,112,2.555716678,87
GID7628680,FlatDrip,73,108,2.562383345,95
GID7628703,FlatDrip,75,110,2.363168948,88
GID7628704,FlatDrip,77,112,2.693168948,83
GID7628724,FlatDrip,75,112,2.853168948,90
GID7628728,FlatDrip,77,114,2.709835614,91
GID7628745,FlatDrip,77,115,2.716502281,90
GID7628764,FlatDrip,72,110,2.863168948,94
GID7628772,FlatDrip,77,111,2.463168948,80
GID7628787,FlatDrip,66,109,3.319835614,92
GID7628792,FlatDrip,68,106,3.249835614,95
GID7628807,FlatDrip,74,108,2.936502281,95
GID7628810,FlatDrip,76,114,2.979835614,91
GID7628813,FlatDrip,77,112,3.156502281,87
GID7628841,FlatDrip,81,117,2.363168948,84
GID7628850,FlatDrip,71,106,3.436502281,93
GID7628853,FlatDrip,80,116,2.619835614,84
GID7628883,FlatDrip,70,107,2.993168948,90
GID7628902,FlatDrip,74,110,2.539835614,91
GID7628912,FlatDrip,67,102,2.933168948,95
GID7628927,FlatDrip,81,118,2.171503992,80
GID7628930,FlatDrip,77,111,2.871503992,92
GID7628953,FlatDrip,79,115,2.338170659,86
GID7628971,FlatDrip,80,117,2.414837326,90
GID7628975,FlatDrip,72,108,2.558170659,93
GID7628979,FlatDrip,77,118,2.374837326,91
GID7628988,FlatDrip,74,110,2.701503992,85
GID7628989,FlatDrip,76,111,2.508170659,89
GID7629049,FlatDrip,71,110,2.611503992,89
GID7629055,FlatDrip,75,106,2.561503992,88
GID7629059,FlatDrip,82,114,2.721503992,83
GID7629060,FlatDrip,73,106,2.991503992,95
GID7629062,FlatDrip,74,108,2.828170659,90
GID7629065,FlatDrip,73,106,2.924837326,99
GID7629066,FlatDrip,82,114,2.651503992,86
GID7629071,FlatDrip,82,118,2.344837326,86
GID7629076,FlatDrip,66,104,2.941503992,102
GID7629111,FlatDrip,70,108,2.874837326,93
GID7629225,FlatDrip,82,117,2.24562019,82
GID7629231,FlatDrip,81,118,2.148953523,83
GID7629253,FlatDrip,77,112,2.65562019,86
GID7629254,FlatDrip,79,115,2.362286856,83
GID7629270,FlatDrip,77,112,2.562286856,81
GID7629289,FlatDrip,78,114,2.358953523,85
GID7629291,FlatDrip,80,117,2.45562019,80
GID7629299,FlatDrip,73,108,2.74562019,92
GID7629318,FlatDrip,74,108,3.068953523,94
GID7629366,FlatDrip,75,107,2.932286856,89
GID7629380,FlatDrip,73,108,2.79562019,86
GID7629400,FlatDrip,76,113,2.742286856,88
GID7629403,FlatDrip,80,117,2.158953523,79
GID7629447,FlatDrip,68,108,3.092286856,101
GID7629449,FlatDrip,72,109,2.988953523,99
GID7629453,FlatDrip,74,110,2.842286856,95
GID7629454,FlatDrip,73,112,2.762286856,97
GID7629455,FlatDrip,73,112,3.048953523,95
GID7629459,FlatDrip,77,113,2.638953523,94
GID7629477,FlatDrip,75,113,3.118953523,95
GID7629489,FlatDrip,76,116,2.948953523,86
GID7629492,FlatDrip,75,113,2.982286856,90
GID7629496,FlatDrip,81,118,2.355715309,87
GID7629511,FlatDrip,75,112,2.992381976,95
GID7629518,FlatDrip,76,111,2.655715309,86
GID7629528,FlatDrip,76,110,2.362381976,81
GID7629541,FlatDrip,68,106,2.659048643,100
GID7629543,FlatDrip,71,107,2.245715309,97
GID7629546,FlatDrip,71,107,2.322381976,97
GID7629551,FlatDrip,72,110,2.305715309,88
GID7629552,FlatDrip,73,109,2.252381976,88
GID7629557,FlatDrip,73,109,2.082381976,93
GID7629558,FlatDrip,71,110,2.802381976,91
GID7629571,FlatDrip,77,116,2.052381976,86
GID7629576,FlatDrip,77,116,2.695715309,95
GID7629578,FlatDrip,76,114,2.442381976,88
GID7629581,FlatDrip,77,113,2.352381976,89
GID7629585,FlatDrip,80,118,2.349048643,77
GID7629587,FlatDrip,81,118,2.412381976,85
GID7629588,FlatDrip,76,115,2.785715309,82
GID7629600,FlatDrip,82,117,2.379048643,82
GID7629625,FlatDrip,80,118,2.222381976,78
GID7629675,FlatDrip,82,117,2.332188314,81
GID7629692,FlatDrip,73,110,2.41885498,92
GID7629693,FlatDrip,72,110,2.862188314,91
GID7629715,FlatDrip,79,112,2.61885498,93
GID7629716,FlatDrip,75,111,2.732188314,97
GID7629729,FlatDrip,80,116,2.582188314,85
GID7629731,FlatDrip,74,111,2.88885498,90
GID7629733,FlatDrip,78,112,2.442188314,95
GID7629741,FlatDrip,72,113,2.852188314,95
GID7629752,FlatDrip,76,112,2.46885498,95
GID7629755,FlatDrip,77,113,2.775521647,94
GID7629758,FlatDrip,76,111,2.61885498,95
GID7629766,FlatDrip,76,111,2.575521647,91
GID7629768,FlatDrip,82,122,2.648486652091,92
GID7629772,FlatDrip,73,112,2.962188314,98
GID7629777,FlatDrip,77,113,2.702188314,95
GID7629778,FlatDrip,75,112,2.622188314,97
GID7629780,FlatDrip,77,115,2.35198849,84
GID7629784,FlatDrip,76,113,2.195321823,98
GID7629785,FlatDrip,75,114,2.64198849,92
GID7629788,FlatDrip,78,118,2.408655157,92
GID7629792,FlatDrip,74,111,2.715321823,94
GID7629799,FlatDrip,77,114,2.938655157,99
GID7629801,FlatDrip,77,117,2.858655157,95
GID7629802,FlatDrip,76,113,2.478655157,97
GID7629897,FlatDrip,72,108,3.278655157,85
GID7629902,FlatDrip,83,118,2.45198849,82
GID7629904,FlatDrip,82,118,2.24198849,83
GID7629982,FlatDrip,77,116,2.704436994,93
GID7630004,FlatDrip,72,109,2.534436994,93
GID7630005,FlatDrip,71,110,2.924436994,92
GID7630020,FlatDrip,74,109,2.69110366,94
GID7630025,FlatDrip,77,114,2.76110366,90
GID7630037,FlatDrip,72,111,3.127770327,91
GID7630045,FlatDrip,78,117,2.647770327,90
GID7630047,FlatDrip,77,115,2.537770327,85
GID7630056,FlatDrip,78,117,2.427770327,85
GID7630057,FlatDrip,78,116,2.654436994,92
GID7630059,FlatDrip,77,115,2.814436994,89
GID7630060,FlatDrip,80,119,2.164436994,92
GID7630061,FlatDrip,80,119,2.064436994,84
GID7630063,FlatDrip,82,119,2.33110366,88
GID7630064,FlatDrip,80,118,2.477770327,89
GID7630065,FlatDrip,82,119,2.287770327,83
GID7630066,FlatDrip,75,111,2.514436994,85
GID7630069,FlatDrip,78,113,2.584436994,90
GID7630077,FlatDrip,80,119,2.774436994,90
GID7630082,FlatDrip,78,114,2.274436994,90
GID7630084,FlatDrip,78,113,2.714436994,91
GID7630179,FlatDrip,76,112,2.867770327,90
GID7630249,FlatDrip,77,114,2.364436994,87
GID7630251,FlatDrip,83,121,1.95110366,85
GID7630252,FlatDrip,82,113,2.367770327,88
GID7630307,FlatDrip,79,115,2.38110366,83
GID7630321,FlatDrip,77,117,2.793561064,92
GID7630339,FlatDrip,74,111,2.770227731,98
GID7630341,FlatDrip,67,111,3.176894397,89
GID7630343,FlatDrip,74,112,2.676894397,91
GID7630399,FlatDrip,72,113,2.010227731,93
GID7630418,FlatDrip,72,112,2.403561064,95
GID7630420,FlatDrip,72,110,2.346894397,90
GID7630425,FlatDrip,77,112,2.716894397,82
GID7630428,FlatDrip,76,110,2.250227731,86
GID7630430,FlatDrip,77,110,2.253561064,84
GID7630431,FlatDrip,77,112,2.476894397,84
GID7630458,FlatDrip,76,114,2.533561064,85
GID7630467,FlatDrip,76,113,2.656894397,89
GID7630468,FlatDrip,77,114,2.703561064,83
GID7630522,FlatDrip,66,107,3.320619163,96
GID7630526,FlatDrip,68,108,3.220619163,94
GID7630530,FlatDrip,66,108,3.267285829,91
GID7630538,FlatDrip,75,110,2.823952496,90
GID7630543,FlatDrip,74,109,3.087285829,91
GID7630550,FlatDrip,73,109,3.017285829,97
GID7630551,FlatDrip,76,112,2.813952496,88
GID7630552,FlatDrip,74,111,2.840619163,90
GID7630553,FlatDrip,72,109,3.097285829,91
GID7630565,FlatDrip,73,110,3.040619163,91
GID7630604,FlatDrip,70,109,2.796984725,99
GID7630628,FlatDrip,75,110,2.826984725,95
GID7630630,FlatDrip,76,111,2.746984725,85
GID7630631,FlatDrip,80,116,2.326984725,80
GID7630666,FlatDrip,74,112,2.710318058,89
GID7630670,FlatDrip,74,111,2.730318058,92
GID7630671,FlatDrip,75,110,2.696984725,94
GID7630701,FlatDrip,80,119,2.116984725,85
GID7630704,FlatDrip,74,112,2.810318058,90
GID7630737,FlatDrip,74,113,2.676984725,91
GID7630743,FlatDrip,76,113,2.620318058,86
GID7630749,FlatDrip,76,115,2.870318058,88
GID7630774,FlatDrip,74,115,2.716984725,86
GID7630775,FlatDrip,82,115,1.646984725,86
GID7630784,FlatDrip,74,114,2.706984725,85
GID7630785,FlatDrip,79,115,2.180318058,87
GID7630804,FlatDrip,73,114,2.910318058,90
GID7630830,FlatDrip,67,110,3.293651391,90
GID7630834,FlatDrip,72,111,2.953651391,84
GID7630850,FlatDrip,76,113,3.291201518,95
GID7630870,FlatDrip,78,117,2.531201518,85
GID7630949,FlatDrip,75,111,3.140717705,88
GID7630971,FlatDrip,80,118,2.04189474,82
GID7630995,FlatDrip,65,104,3.145228073,93
GID7630998,FlatDrip,72,111,2.72189474,90
GID7631006,FlatDrip,67,109,2.941014702,99
GID7631053,FlatDrip,75,115,2.657681369,83
GID7631061,FlatDrip,76,114,3.231014702,85
GID7631063,FlatDrip,76,113,3.151014702,93
GID7631090,FlatDrip,80,116,2.717681369,89
GID7631094,FlatDrip,73,111,2.784348036,89
GID7631140,FlatDrip,74,112,2.947681369,89
GID7631147,FlatDrip,80,115,2.577681369,86
GID7631158,FlatDrip,72,113,3.068660634,89
GID7631163,FlatDrip,71,110,2.331993967,90
GID7631173,FlatDrip,80,117,2.4453273,81
GID7631174,FlatDrip,77,113,2.6053273,86
GID7631181,FlatDrip,74,112,2.991993967,95
GID7631182,FlatDrip,74,113,3.271993967,92
GID7631184,FlatDrip,73,112,2.9553273,91
GID7631185,FlatDrip,69,109,3.248660634,95
GID7631187,FlatDrip,69,110,3.1053273,90
GID7631188,FlatDrip,76,115,2.748660634,86
GID7631193,FlatDrip,75,112,3.0853273,96
GID7631195,FlatDrip,74,111,3.101993967,89
GID7631201,FlatDrip,80,116,2.669932788,81
GID7631237,FlatDrip,80,115,1.794148212,77
GID7631238,FlatDrip,73,113,2.577481545,76
GID7631240,FlatDrip,73,111,2.684148212,80
GID7631248,FlatDrip,69,108,2.707481545,85
GID7631294,FlatDrip,74,115,1.909145131,83
GID7631314,FlatDrip,71,109,2.89846081,80
GID7631322,FlatDrip,73,111,2.55846081,78
GID7631329,FlatDrip,73,110,2.825127477,88
GID7631331,FlatDrip,71,109,2.81846081,85
GID7631332,FlatDrip,73,110,2.511794143,80
GID7631340,FlatDrip,74,110,1.925127477,75
GID7631346,FlatDrip,67,104,2.81846081,86
GID7631349,FlatDrip,72,108,2.445127477,78
GID7631355,FlatDrip,73,111,2.593658237,75
GID7631370,FlatDrip,74,109,2.870324904,76
GID7631382,FlatDrip,68,107,2.880324904,80
GID7631393,FlatDrip,72,110,2.701994652,74
GID7631398,FlatDrip,76,115,2.231994652,77
GID7631400,FlatDrip,74,113,2.848661318,91
GID7631404,FlatDrip,67,105,1.831994652,86
GID7631415,FlatDrip,69,105,2.891994652,86
GID7631416,FlatDrip,74,109,2.818661318,75
GID7631433,FlatDrip,68,107,3.258661318,83
GID7631434,FlatDrip,72,105,3.015327985,85
GID7631435,FlatDrip,68,105,3.071994652,79
GID7631438,FlatDrip,73,106,3.298661318,80
GID7631439,FlatDrip,74,109,3.108661318,78
GID7631442,FlatDrip,75,109,2.745327985,80
GID7631447,FlatDrip,75,107,2.675327985,83
GID7631465,FlatDrip,72,109,2.874343928,81
GID7631483,FlatDrip,69,107,2.65934427,74
GID7631484,FlatDrip,68,106,2.482677604,78
GID7631486,FlatDrip,64,102,2.52934427,75
GID7631501,FlatDrip,75,109,2.262677604,72
GID7631505,FlatDrip,74,111,2.496010937,76
GID7631512,FlatDrip,65,102,2.572677604,73
GID7631515,FlatDrip,73,110,2.472677604,69
GID7631519,FlatDrip,72,110,2.652677604,79
GID7631531,FlatDrip,72,109,2.641308961,81
GID7631533,FlatDrip,69,108,2.727975628,86
GID7631535,FlatDrip,68,107,2.624642294,86
GID7631539,FlatDrip,68,107,3.154642294,75
GID7631541,FlatDrip,69,106,2.707975628,76
GID7631543,FlatDrip,75,110,2.264642294,73
GID7631544,FlatDrip,69,109,2.664642294,72
GID7631563,FlatDrip,72,108,2.51561129,93
GID7631566,FlatDrip,71,107,2.252277956,91
GID7631568,FlatDrip,73,110,2.61561129,92
GID7631604,FlatDrip,72,108,2.812277956,89
GID7631608,FlatDrip,74,112,3.012277956,90
GID7631614,FlatDrip,75,113,3.06561129,67
GID7631619,FlatDrip,75,112,2.822277956,98
GID7631628,FlatDrip,70,109,2.805716678,98
GID7631640,FlatDrip,75,112,2.205716678,83
GID7631642,FlatDrip,69,106,2.379050012,97
GID7631716,FlatDrip,79,113,2.269050012,87
GID7631718,FlatDrip,78,110,2.312383345,84
GID7631722,FlatDrip,76,110,2.552383345,85
GID7631723,FlatDrip,80,116,2.182383345,89
GID7631725,FlatDrip,80,117,2.325716678,89
GID7631727,FlatDrip,78,112,2.652383345,92
GID7631729,FlatDrip,77,110,2.592383345,91
GID7631811,FlatDrip,74,111,2.703168948,86
GID7631846,FlatDrip,69,110,2.623168948,89
GID7631905,FlatDrip,74,108,2.503168948,87
GID7631944,FlatDrip,72,108,2.773168948,84
GID7631949,FlatDrip,72,107,2.949835614,88
GID7631953,FlatDrip,74,110,2.424837326,85
GID7631966,FlatDrip,75,114,2.794837326,93
GID7631988,FlatDrip,73,112,2.624837326,90
GID7631994,FlatDrip,74,112,2.744837326,90
GID7631999,FlatDrip,80,112,2.284837326,86
GID7632042,FlatDrip,78,116,2.628953523,83
GID7632179,FlatDrip,73,112,3.07198849,94
GID7632187,FlatDrip,74,112,2.75198849,91
GID7632189,FlatDrip,74,110,2.91198849,88
GID7632191,FlatDrip,75,113,2.87198849,92
GID7632194,FlatDrip,75,112,2.658655157,87
GID7632195,FlatDrip,74,111,2.655321823,87
GID7632196,FlatDrip,73,110,2.87198849,85
GID7632200,FlatDrip,69,108,3.255321823,98
GID7632202,FlatDrip,72,110,2.635321823,95
GID7632203,FlatDrip,77,111,2.448655157,95
GID7632217,FlatDrip,74,111,2.655321823,85
GID7632219,FlatDrip,76,112,3.205321823,91
GID7632233,FlatDrip,73,110,3.078655157,87
GID7632310,FlatDrip,77,110,2.493561064,89
GID7632312,FlatDrip,68,106,2.523561064,92
GID7632372,FlatDrip,75,112,2.803561064,87
GID7632386,FlatDrip,77,113,3.046894397,89
GID7632393,FlatDrip,69,109,2.923952496,96
GID7632405,FlatDrip,74,110,2.730619163,96
GID7632410,FlatDrip,75,111,2.620619163,85
GID7632416,FlatDrip,72,108,2.957285829,96
GID7632443,FlatDrip,76,113,2.800619163,82
GID7632444,FlatDrip,76,112,2.687285829,84
GID7632448,FlatDrip,77,114,3.127285829,85
GID7632450,FlatDrip,77,115,2.843952496,88
GID7632451,FlatDrip,74,113,3.180619163,93
GID7632459,FlatDrip,74,112,3.447285829,86
GID7632462,FlatDrip,73,111,3.287285829,91
GID7632463,FlatDrip,72,111,3.137285829,87
GID7632468,FlatDrip,70,111,3.260619163,98
GID7632474,FlatDrip,72,112,2.950619163,92
GID7632477,FlatDrip,80,115,2.720619163,86
GID7632490,FlatDrip,80,119,2.397285829,85
GID7632512,FlatDrip,78,115,2.313651391,85
GID7632516,FlatDrip,76,113,2.156984725,91
GID7632523,FlatDrip,75,115,2.343651391,85
GID7632527,FlatDrip,77,114,2.583651391,85
GID7632537,FlatDrip,73,112,2.780318058,90
GID7632590,FlatDrip,74,113,3.036984725,90
GID7632650,FlatDrip,77,114,2.644534852,84
GID7632664,FlatDrip,73,111,3.027868185,95
GID7632666,FlatDrip,73,112,2.707868185,87
GID7632678,FlatDrip,78,115,2.457868185,84
GID7632737,FlatDrip,73,108,2.551308961,76
GID7633500,FlatDrip,73,107,2.270044315,75
GID7633525,FlatDrip,73,108,2.414069788,72
GID7633586,FlatDrip,71,109,2.793647048,76
GID7633613,FlatDrip,69,106,2.908367435,82
GID7633735,FlatDrip,71,109,2.715176081,74
GID7634235,FlatDrip,71,105,2.791519868,71
GID7634260,FlatDrip,73,108,2.034031988,65
GID7634308,FlatDrip,69,107,2.462775128,70
GID7634321,FlatDrip,69,108,2.393123465,68
GID7634325,FlatDrip,65,103,2.908184668,77
GID7634327,FlatDrip,73,108,2.762423111,74
GID7634328,FlatDrip,72,109,2.785756071,70
GID7634329,FlatDrip,70,107,2.656522028,72
GID7634359,FlatDrip,73,112,1.525012355,63
GID7634362,FlatDrip,72,110,2.275903118,70
GID7634368,FlatDrip,71,108,2.451803081,68
GID7634408,FlatDrip,74,112,2.403609408,61
GID7634437,FlatDrip,75,107,2.309960831,67
