Line,Env,DTHD,DTMT,GY,Height
GID7628792,EHT,67,122,5.60746994,92
GID7628807,EHT,70,126,6.112572287,95
GID7628810,EHT,77,130,7.31142882,100
GID7628813,EHT,78,131,6.911926687,100
GID7628841,EHT,88,137,7.332366794,98
GID7628850,EHT,65,123,6.306336074,96
GID7628853,EHT,80,137,6.763890314,90
GID7628883,EHT,68,126,5.519796554,90
GID7628902,EHT,72,129,6.06733506,94
GID7628912,EHT,60,118,4.80559458,81
GID7628927,EHT,82,135,7.14183425,95
GID7628930,EHT,77,130,6.072807157,101
GID7628953,EHT,82,133,6.502630837,97
GID7628971,EHT,87,138,7.178878357,108
GID7628975,EHT,65,120,6.807316864,95
GID7628979,EHT,88,136,7.52123873,106
GID7628988,EHT,72,123,6.924261397,95
GID7628989,EHT,75,128,7.110882464,96
GID7629049,EHT,61,118,5.693892864,91
GID7629055,EHT,73,124,6.74268225,97
GID7629059,EHT,82,129,6.755006944,106
GID7629060,EHT,72,124,6.109361077,100
GID7629062,EHT,70,124,6.24836401,91
GID7629065,EHT,70,122,5.674565504,100
GID7629066,EHT,85,132,6.628538784,102
GID7629071,EHT,88,135,6.960185077,103
GID7629076,EHT,58,118,5.812518037,80
GID7629111,EHT,65,119,5.709788917,95
GID7629225,EHT,91,138,6.15022678,105
GID7629231,EHT,92,139,6.298683313,100
GID7629253,EHT,72,128,7.03907526,95
GID7629254,EHT,73,130,6.502250833,90
GID7629270,EHT,74,127,6.655189073,95
GID7629289,EHT,73,131,6.987465606,96
GID7629291,EHT,78,134,7.100138513,100
GID7629299,EHT,65,118,6.386286673,105
GID7629318,EHT,70,121,6.665202886,104
GID7629366,EHT,71,127,6.176556806,100
GID7629380,EHT,68,123,6.034752806,86
GID7629400,EHT,73,127,6.581450993,105
GID7629403,EHT,85,135,5.243451473,100
GID7629447,EHT,60,117,5.932653926,100
GID7629449,EHT,67,123,6.67794774,100
GID7629453,EHT,71,123,5.989585606,95
GID7629454,EHT,66,121,6.4640863,100
GID7629455,EHT,67,125,6.79034054,100
GID7629459,EHT,73,129,6.95441302,105
GID7629477,EHT,72,126,6.380544486,95
GID7629489,EHT,73,131,6.986485233,90
GID7629492,EHT,71,127,6.468357926,100
GID7629496,EHT,76,133,6.02406907,105
GID7629511,EHT,71,126,6.650037443,103
GID7629518,EHT,71,127,7.057942776,89
GID7629528,EHT,74,129,6.36818011,90
GID7629541,EHT,62,118,5.906914456,98
GID7629543,EHT,61,119,5.95705355,103
GID7629546,EHT,65,119,5.974770296,95
GID7629551,EHT,65,123,5.586612483,100
GID7629552,EHT,66,122,5.984223896,100
GID7629557,EHT,64,118,5.79613227,96
GID7629558,EHT,68,124,6.17028475,90
GID7629571,EHT,78,130,6.197104963,103
GID7629576,EHT,76,130,7.225166456,100
GID7629578,EHT,74,130,6.16062107,105
GID7629581,EHT,75,129,7.031962883,95
GID7629585,EHT,81,130,7.08518315,93
GID7629587,EHT,80,130,6.826504643,101
GID7629588,EHT,72,131,6.642684643,86
GID7629600,EHT,85,138,6.27574491,100
GID7629625,EHT,81,131,6.454242883,96
GID7629675,EHT,87,138,6.206189742,95
GID7629692,EHT,66,124,6.837270062,95
GID7629693,EHT,69,126,6.592876996,92
GID7629715,EHT,75,129,7.334599449,99
GID7629716,EHT,72,124,6.588115182,105
GID7629729,EHT,74,129,6.462907502,95
GID7629731,EHT,67,125,6.218024249,95
GID7629733,EHT,70,126,6.060744356,103
GID7629741,EHT,66,124,5.901013529,105
GID7629752,EHT,71,124,5.853885582,102
GID7629755,EHT,72,125,5.452702809,100
GID7629758,EHT,73,128,5.518667929,96
GID7629766,EHT,73,124,5.531132676,100
GID7629768,EHT,87,137,5.361948249,106
GID7629772,EHT,67,122,5.998840782,100
GID7629777,EHT,72,131,6.622148142,103
GID7629778,EHT,74,132,6.518088516,105
GID7629780,EHT,76,134,6.7681344,97
GID7629784,EHT,77,131,6.079772266,100
GID7629785,EHT,75,131,6.524371573,96
GID7629788,EHT,76,133,5.937338026,96
GID7629792,EHT,68,127,5.700367786,95
GID7629799,EHT,74,131,6.358128266,93
GID7629801,EHT,74,131,6.426684373,102
GID7629802,EHT,75,133,6.196996906,110
GID7629897,EHT,67,118,5.72802832,100
GID7629902,EHT,92,139,6.104631733,100
GID7629904,EHT,95,138,5.759050133,95
GID7629982,EHT,76,130,7.610450931,100
GID7630004,EHT,66,122,6.200534024,97
GID7630005,EHT,65,122,6.160968957,103
GID7630020,EHT,71,128,6.563202131,99
GID7630025,EHT,78,137,6.263768104,97
GID7630037,EHT,69,130,6.456621544,105
GID7630045,EHT,73,131,6.338276477,95
GID7630047,EHT,72,131,6.124555091,97
GID7630056,EHT,76,135,6.623915251,95
GID7630057,EHT,73,134,6.340657384,100
GID7630059,EHT,72,130,6.403331251,100
GID7630060,EHT,78,137,5.822390024,100
GID7630061,EHT,79,142,6.524477384,101
GID7630063,EHT,81,138,6.477419464,110
GID7630064,EHT,76,135,5.919096851,105
GID7630065,EHT,81,139,5.864195944,100
GID7630066,EHT,72,132,6.684418291,101
GID7630069,EHT,75,137,6.621674397,105
GID7630077,EHT,77,134,7.264589224,105
GID7630082,EHT,72,133,5.519244584,95
GID7630084,EHT,73,135,6.443946717,105
GID7630179,EHT,78,131,6.976499517,102
GID7630249,EHT,78,134,5.726383464,100
GID7630251,EHT,94,140,5.965524531,106
GID7630252,EHT,80,133,6.521256157,100
GID7630307,EHT,78,131,6.777133597,100
GID7630321,EHT,72,131,6.82438265,103
GID7630339,EHT,73,127,6.418368037,95
GID7630341,EHT,64,121,5.414815877,92
GID7630343,EHT,72,127,6.524038277,96
GID7630399,EHT,75,130,6.525788944,100
GID7630418,EHT,71,127,6.448899664,100
GID7630420,EHT,71,129,6.14666457,100
GID7630425,EHT,85,138,6.679917637,95
GID7630428,EHT,73,124,5.968376677,100
GID7630430,EHT,79,133,6.03595241,100
GID7630431,EHT,79,131,6.266900357,101
GID7630458,EHT,74,132,6.69098185,91
GID7630467,EHT,71,127,6.986214277,103
GID7630468,EHT,77,132,6.669623717,93
GID7630522,EHT,63,118,6.161137378,96
GID7630526,EHT,66,124,5.347147404,95
GID7630530,EHT,60,120,5.891044524,85
GID7630538,EHT,73,128,6.530107884,95
GID7630543,EHT,71,127,6.482909911,103
GID7630550,EHT,69,125,6.739347564,100
GID7630551,EHT,73,130,6.753913111,100
GID7630552,EHT,75,128,6.812945591,106
GID7630553,EHT,62,119,6.095592418,99
GID7630565,EHT,68,127,6.673732578,91
GID7630604,EHT,67,126,5.635170674,90
GID7630628,EHT,71,127,5.888387101,97
GID7630630,EHT,74,131,6.047697767,95
GID7630631,EHT,80,133,6.232498141,94
GID7630666,EHT,70,125,5.854914354,100
GID7630670,EHT,71,125,6.126617821,105
GID7630671,EHT,67,124,5.865068221,103
GID7630701,EHT,86,134,4.512223047,100
GID7630704,EHT,70,127,6.506232381,95
GID7630737,EHT,68,127,6.374932381,100
GID7630743,EHT,70,127,6.243072167,94
GID7630749,EHT,74,126,5.882854994,100
GID7630774,EHT,72,127,6.654128701,86
GID7630775,EHT,97,144,5.847421501,100
GID7630784,EHT,70,128,6.490196274,95
GID7630785,EHT,76,140,5.822562034,97
GID7630804,EHT,70,130,6.534243047,100
GID7630830,EHT,67,122,5.644624274,90
GID7630834,EHT,71,124,6.578850034,95
GID7630850,EHT,71,127,6.916872317,95
GID7630870,EHT,73,134,6.37479589,100
GID7630949,EHT,72,124,6.6665684,95
GID7630971,EHT,89,139,6.402906515,94
GID7630995,EHT,60,120,6.308440542,93
GID7630998,EHT,64,127,6.134984489,98
GID7631006,EHT,61,121,6.07299725,95
GID7631053,EHT,70,133,5.916837783,95
GID7631061,EHT,72,131,6.53832445,90
GID7631063,EHT,72,129,6.03308205,103
GID7631090,EHT,80,135,6.67004461,105
GID7631094,EHT,67,123,6.08035005,97
GID7631140,EHT,70,125,6.380904503,100
GID7631147,EHT,87,139,6.019286796,104
GID7631158,EHT,72,126,6.092665509,102
GID7631163,EHT,73,129,6.561353989,100
GID7631173,EHT,89,139,6.393079909,104
GID7631174,EHT,79,135,6.874163109,95
GID7631181,EHT,67,122,6.275575162,105
GID7631182,EHT,70,126,6.643075109,103
GID7631184,EHT,72,122,6.548679162,100
GID7631185,EHT,67,122,6.795313082,90
GID7631187,EHT,64,125,6.662542522,91
GID7631188,EHT,77,133,7.371562522,96
GID7631193,EHT,72,127,7.219114469,105
GID7631195,EHT,73,127,7.424292602,105
GID7631201,EHT,81,133,6.985532648,103
GID7631237,EHT,80,138,6.637027731,103
GID7631238,EHT,73,134,7.035059305,100
GID7631240,EHT,70,131,7.104035571,100
GID7631248,EHT,67,128,6.371066451,98
GID7631294,EHT,78,132,6.658351023,95
GID7631314,EHT,71,127,6.278686708,97
GID7631322,EHT,77,133,6.455574068,95
GID7631329,EHT,73,129,5.879324628,100
GID7631331,EHT,72,130,5.757968415,100
GID7631332,EHT,77,130,5.717703082,96
GID7631340,EHT,86,137,6.464187348,98
GID7631346,EHT,61,118,5.770083028,95
GID7631349,EHT,69,127,6.144935775,100
GID7631355,EHT,74,130,6.735242561,96
GID7631370,EHT,77,131,4.454964215,105
GID7631382,EHT,70,123,5.885679041,100
GID7631393,EHT,73,127,5.7794578,100
GID7631398,EHT,78,136,5.5966882,96
GID7631400,EHT,74,131,5.448651827,106
GID7631404,EHT,64,124,5.923502654,98
GID7631415,EHT,70,127,6.484626334,100
GID7631416,EHT,81,131,7.11115492,100
GID7631433,EHT,71,123,6.795684787,96
GID7631434,EHT,72,124,6.915220307,102
GID7631435,EHT,69,122,6.263202014,90
GID7631438,EHT,76,128,6.281058814,103
GID7631439,EHT,79,129,6.894422387,96
GID7631442,EHT,84,138,3.730687614,101
GID7631447,EHT,81,133,5.3319874,101
GID7631465,EHT,72,124,6.062376696,105
GID7631483,EHT,68,122,6.421765629,100
GID7631484,EHT,69,123,6.354259922,103
GID7631486,EHT,67,120,6.297958482,100
GID7631501,EHT,75,132,5.156523816,95
GID7631505,EHT,77,132,5.729482002,100
GID7631512,EHT,61,121,5.840194162,95
GID7631515,EHT,73,124,6.962231442,102
GID7631519,EHT,74,129,6.458109469,100
GID7631531,EHT,80,136,5.98218991,105
GID7631533,EHT,71,126,6.100324896,97
GID7631535,EHT,74,125,6.239187776,98
GID7631539,EHT,72,123,5.64606191,100
GID7631541,EHT,70,123,6.174693216,98
GID7631543,EHT,86,134,5.042432043,105
GID7631544,EHT,74,134,6.068252683,100
GID7631563,EHT,68,130,6.799513391,95
GID7631566,EHT,67,122,5.802683791,96
GID7631568,EHT,70,130,6.350852537,96
GID7631604,EHT,72,122,5.970817817,96
GID7631608,EHT,77,133,7.303285231,96
GID7631614,EHT,76,131,6.804695364,98
GID7631619,EHT,72,131,6.992366831,100
GID7631628,EHT,64,121,6.20575532,95
GID7631640,EHT,72,130,6.77024028,95
GID7631642,EHT,61,118,5.703944227,90
GID7631716,EHT,76,133,5.824530147,100
GID7631718,EHT,75,132,6.657287267,95
GID7631722,EHT,73,132,5.879641134,100
GID7631723,EHT,77,135,6.51205196,100
GID7631725,EHT,79,135,6.492024334,97
GID7631727,EHT,74,133,5.71521852,100
GID7631729,EHT,78,135,7.344879107,100
GID7631811,EHT,74,135,6.881955274,95
GID7631846,EHT,65,125,6.33728786,87
GID7631905,EHT,76,127,5.847031167,95
GID7631944,EHT,72,128,6.476430847,85
GID7631949,EHT,74,130,6.67068482,92
GID7631953,EHT,78,131,7.15191809,105
GID7631966,EHT,74,129,6.552419797,96
GID7631988,EHT,76,130,6.952692224,100
GID7631994,EHT,75,129,7.21053041,98
GID7631999,EHT,89,135,7.000520437,105
GID7632042,EHT,71,125,6.938586993,97
GID7632179,EHT,68,124,7.0065752,97
GID7632187,EHT,74,126,6.694046186,96
GID7632189,EHT,75,127,6.688233973,91
GID7632191,EHT,76,128,7.084584906,98
GID7632194,EHT,75,127,7.180031253,93
GID7632195,EHT,74,127,6.674158613,90
GID7632196,EHT,72,124,6.971001653,95
GID7632200,EHT,67,121,6.21394336,100
GID7632202,EHT,69,123,5.453943946,99
GID7632203,EHT,71,126,7.001883413,100
GID7632217,EHT,77,129,6.47066112,97
GID7632219,EHT,77,127,7.443191466,100
GID7632233,EHT,72,124,6.936548533,95
GID7632310,EHT,73,126,5.937704997,99
GID7632312,EHT,70,122,6.24540217,95
GID7632372,EHT,69,130,6.164591397,95
GID7632386,EHT,73,129,6.687270437,100
GID7632393,EHT,65,127,5.728302551,92
GID7632405,EHT,69,128,5.718428791,94
GID7632410,EHT,70,126,5.181604364,105
GID7632416,EHT,67,124,6.419955938,100
GID7632443,EHT,78,131,6.461271671,95
GID7632444,EHT,78,132,6.785635191,101
GID7632448,EHT,76,133,5.668989964,100
GID7632450,EHT,78,132,6.433611138,95
GID7632451,EHT,65,126,6.031377964,99
GID7632459,EHT,73,128,6.866586018,95
GID7632462,EHT,72,126,7.064131244,94
GID7632463,EHT,71,127,6.748030871,98
GID7632468,EHT,68,127,6.326960524,100
GID7632474,EHT,70,130,6.411762818,92
GID7632477,EHT,84,135,4.389392684,110
GID7632490,EHT,79,138,6.752932738,106
GID7632512,EHT,81,133,5.000799101,104
GID7632516,EHT,75,134,6.381724967,95
GID7632523,EHT,73,133,5.875782301,86
GID7632527,EHT,71,127,6.111071901,96
GID7632537,EHT,71,124,6.560082887,85
GID7632590,EHT,73,127,6.855875527,86
GID7632650,EHT,75,129,7.045441277,95
GID7632664,EHT,71,123,6.11429669,103
GID7632666,EHT,71,124,6.318144317,94
GID7632678,EHT,82,135,6.345314663,90
GID7632737,EHT,75,126,6.012931616,103
GID7633500,EHT,74,129,5.936304374,100
GID7633525,EHT,79,134,5.406482614,100
GID7633586,EHT,72,129,6.371870241,95
GID7633613,EHT,77,128,5.287507308,102
GID7633735,EHT,75,127,5.521396374,96
GID7634235,EHT,78,133,6.774331122,95
GID7634260,EHT,81,136,5.925537895,98
GID7634308,EHT,78,134,6.273150269,97
GID7634321,EHT,72,136,6.738757575,100
GID7634325,EHT,68,123,6.568032562,98
GID7634327,EHT,79,133,6.842957255,105
GID7634328,EHT,79,132,7.047435122,101
GID7634329,EHT,74,129,6.945266215,100
GID7634359,EHT,74,133,5.838844882,100
GID7634362,EHT,73,134,6.618591815,98
GID7634368,EHT,79,131,6.278052135,108
GID7634408,EHT,93,140,6.421046589,98
GID7634437,EHT,83,134,5.344583277,98
GID7634468,EHT,75,128,5.23527165,100
GID7634476,EHT,72,126,6.53944829,96
GID7634493,EHT,73,129,5.92496429,105
GID7634498,EHT,75,132,6.461578637,95
GID7634572,EHT,67,126,6.476139948,110
GID7634620,EHT,66,122,5.772371948,90
GID7634648,EHT,81,136,5.884294771,105
GID7634652,EHT,73,125,5.761538024,103
GID7634659,EHT,72,127,5.929251891,95
GID7634673,EHT,70,127,6.410475144,105
GID7634684,EHT,93,138,4.965754984,95
GID7634685,EHT,85,137,5.667352158,102
GID7634730,EHT,77,132,7.358005971,105
GID7634731,EHT,80,136,6.932944104,107
GID7634733,EHT,73,126,5.502859518,95
GID7634734,EHT,73,130,6.161108627,105
GID7634745,EHT,76,132,5.974347507,105
GID7634746,EHT,79,137,6.102146174,105
GID7634751,EHT,79,133,6.87762148,100
GID7634753,EHT,65,126,6.22742388,100
GID7634754,EHT,71,127,6.437433854,109
GID7634763,EHT,74,136,6.677555294,105
GID7634793,EHT,62,121,5.78877684,95
GID7634797,EHT,63,121,5.97742868,90
GID7634825,EHT,75,129,6.315307347,112
GID7634829,EHT,81,136,6.392475709,103
GID7634830,EHT,75,131,6.559979495,103
GID7634832,EHT,74,132,5.987231389,103
GID7634833,EHT,77,132,6.390795069,105
GID7634840,EHT,77,135,6.651644402,106
GID7634842,EHT,73,129,5.938352775,105
GID7634851,EHT,86,137,5.236055335,106
GID7634854,EHT,77,135,5.567771655,103
GID7634872,EHT,74,125,6.00605517,102
GID7634878,EHT,68,123,6.160604024,95
GID7634919,EHT,70,125,5.560751361,100
GID7634948,EHT,75,125,5.880163198,90
GID7634968,EHT,75,130,5.833455411,105
GID7729439,EHT,73,129,5.398308147,97
GID7729456,EHT,74,129,4.70602452,100
GID7729464,EHT,67,123,5.083608307,106
GID7729466,EHT,68,128,6.042273374,95
GID7729512,EHT,65,123,6.284354535,95
GID7729618,EHT,56,133,5.181434535,85
GID7729640,EHT,65,126,5.624633309,95
GID7729654,EHT,69,126,6.095422589,96
GID7729657,EHT,74,129,6.687918215,110
GID7729659,EHT,68,126,5.582827389,95
GID7729660,EHT,66,121,6.058658589,100
GID7729677,EHT,70,125,4.145936824,110
GID7729679,EHT,72,125,6.26823675361476,112
GID7729686,EHT,74,132,6.347925357,104
GID7729687,EHT,74,132,5.808720024,105
GID7729698,EHT,72,124,5.88609949,101
GID7729702,EHT,77,127,3.998250584,104
GID7729713,EHT,74,126,6.300517304,98
GID7729715,EHT,77,131,6.262492824,102
GID7729730,EHT,79,137,6.249607917,95
GID7729734,EHT,80,135,6.101501517,100
GID7729735,EHT,85,135,6.177130317,103
GID7729736,EHT,72,130,6.34365373,95
GID7729743,EHT,72,126,5.053062264,104
GID7729752,EHT,73,128,5.291222957,98
GID7729775,EHT,74,129,6.256330477,91
GID7729784,EHT,75,132,5.327776877,97
GID7729795,EHT,70,123,5.917541464,98
GID7729800,EHT,67,121,6.165015704,105
GID7729803,EHT,79,130,4.96847005,105
GID7729805,EHT,69,122,5.45984717,103
GID7729813,EHT,71,131,6.005074797,105
GID7729817,EHT,68,126,5.938055041,107
GID7729821,EHT,66,121,5.699194081,95
GID7729823,EHT,74,129,5.881473494,95
GID7729825,EHT,77,132,4.518474454,102
GID7729827,EHT,74,128,4.681846668,100
GID7729829,EHT,73,135,5.574056428,105
GID7729834,EHT,71,127,5.530499841,98
GID7729835,EHT,71,126,5.894988641,95
GID7729836,EHT,70,126,4.640110774,97
GID7729838,EHT,71,127,5.526718401,100
GID7729839,EHT,72,129,4.948508214,102
GID7729840,EHT,71,129,4.408322508,104
GID7729842,EHT,71,126,5.630988108,100
GID7729855,EHT,67,128,6.234057761,100
GID7729861,EHT,71,129,6.188330348,97
GID7729876,EHT,66,121,5.609700001,95
GID7729897,EHT,71,122,5.528679148,98
GID7729924,EHT,65,124,5.420417921,105
GID7729966,EHT,79,126,6.388186454,102
GID7729971,EHT,75,126,5.242778336,102
GID7729974,EHT,74,126,5.193619616,100
GID7729978,EHT,77,130,5.501669064,100
GID7729995,EHT,71,130,6.366148264,95
GID7729997,EHT,65,124,5.754185224,87
GID7730025,EHT,73,128,5.821760958,98
GID7730037,EHT,71,127,5.143762771,100
GID7730040,EHT,70,124,5.385564851,105
GID7730042,EHT,74,125,5.383604104,106
GID7730168,EHT,69,122,6.195073118,97
GID7730170,EHT,69,126,5.847740851,94
GID7730183,EHT,73,125,5.653837011,105
GID7730192,EHT,80,132,5.256085544,95
GID7730209,EHT,73,125,5.263158238,105
GID7730220,EHT,67,125,5.362946238,105
GID7730237,EHT,77,136,6.098813644,95
GID7730240,EHT,65,126,5.830405021,95
GID7730251,EHT,74,133,4.263667624,100
GID7730259,EHT,71,126,5.969657278,97
GID7730279,EHT,67,122,6.158029011,95
GID7730295,EHT,79,133,6.135128734,95
GID7730296,EHT,76,133,6.07721668,90
GID7730299,EHT,69,125,6.031699347,95
GID7730302,EHT,66,123,6.32132964,107
GID7730303,EHT,67,122,6.26796932,100
GID7730318,EHT,82,131,6.218040307,95
GID7730320,EHT,81,132,6.187788787,95
GID7730324,EHT,80,132,6.281554494,106
GID7730373,EHT,72,127,6.167621107,97
GID7730499,EHT,71,124,6.081488307,105
GID7460296,Flat5IR,78,116,5.897954274,95
GID7460318,Flat5IR,82,120,5.731453703,99
GID7460639,Flat5IR,77,116,6.26345361,100
GID7460796,Flat5IR,80,115,5.511954274,103
GID7460821,Flat5IR,77,114,7.08845361,105
GID7460824,Flat5IR,78,121,6.314120277,98
GID7460951,Flat5IR,78,116,6.81445361,98
GID7461071,Flat5IR,80,118,5.343786944,99
GID7461098,Flat5IR,80,115,6.755786944,99
GID7461103,Flat5IR,78,113,6.412786944,100
GID7461113,Flat5IR,77,113,6.988120277,97
GID7461202,Flat5IR,75,113,7.629120277,99
GID7461204,Flat5IR,78,118,7.213786944,102
GID7461383,Flat5IR,76,115,6.917786944,94
GID7461385,Flat5IR,80,115,6.671887175,104
GID7461428,Flat5IR,77,116,6.579131098,97
GID7461477,Flat5IR,77,113,7.084193383,102
GID7461607,Flat5IR,83,118,6.026825394,103
GID7461686,Flat5IR,80,115,6.516759528,96
GID7461788,Flat5IR,77,112,7.421692168,99
GID7461790,Flat5IR,75,110,6.499708307,87
GID7461841,Flat5IR,72,109,6.247914342,96
GID7461850,Flat5IR,74,109,7.42560241,103
GID7461855,Flat5IR,73,109,7.00336034,105
GID7461901,Flat5IR,83,118,6.012530574,108
GID7461908,Flat5IR,77,114,6.533041521,103
GID7461942,Flat5IR,76,113,7.488486799,100
GID7462007,Flat5IR,75,110,6.48246478,100
GID7462030,Flat5IR,82,118,5.301571595,102
GID7462066,Flat5IR,72,106,6.809002066,100
GID7462096,Flat5IR,79,112,5.932851374,105
GID7462103,Flat5IR,72,108,5.766634023,98
GID7462104,Flat5IR,74,106,6.910924776,98
GID7462108,Flat5IR,75,106,6.752976626,101
GID7462109,Flat5IR,74,106,6.764386842,103
GID7462116,Flat5IR,77,118,6.603105371,96
GID7462121,Flat5IR,75,109,6.754944167,103
GID7462124,Flat5IR,76,110,6.798405549,96
GID7462209,Flat5IR,78,117,6.795841455,101
GID7462211,Flat5IR,79,118,6.682252121,95
GID7462232,Flat5IR,76,114,7.05475078,95
GID7462243,Flat5IR,81,126,5.577453703,98
GID7462246,Flat5IR,87,117,5.417453703,103
GID7462271,Flat5IR,77,113,6.597786944,100
GID7462298,Flat5IR,83,125,5.565845883,96
GID7462301,Flat5IR,79,119,5.824114184,106
GID7462304,Flat5IR,82,121,6.412701809,103
GID7462344,Flat5IR,75,112,7.06712253,103
GID7462382,Flat5IR,79,118,6.110587512,105
GID7462383,Flat5IR,83,120,4.179632925,100
GID7462388,Flat5IR,79,116,6.002382773,98
GID7462403,Flat5IR,79,125,6.27245361,104
GID7462406,Flat5IR,79,126,5.863120277,105
GID7462461,Flat5IR,82,124,6.537120277,104
GID7462462,Flat5IR,79,114,5.480120277,100
GID7462653,Flat5IR,80,117,6.75245361,98
GID7462655,Flat5IR,79,117,6.751786944,95
GID7462656,Flat5IR,77,114,7.425120277,98
GID7462660,Flat5IR,80,117,6.734120277,98
GID7462714,Flat5IR,76,116,6.982711551,94
GID7462717,Flat5IR,81,125,6.123612079,93
GID7462755,Flat5IR,77,116,6.250662904,95
GID7624667,Flat5IR,75,117,7.441072015,100
GID7624680,Flat5IR,78,118,5.247938885,95
GID7624681,Flat5IR,71,112,7.112547557,95
GID7624686,Flat5IR,75,115,6.209666192,95
GID7624687,Flat5IR,76,116,7.200175447,104
GID7624688,Flat5IR,73,109,6.977932657,93
GID7624690,Flat5IR,79,120,5.00191413,100
GID7624695,Flat5IR,78,119,6.331140114,108
GID7624696,Flat5IR,76,122,6.866522802,100
GID7624701,Flat5IR,82,120,5.380181999,106
GID7624708,Flat5IR,77,117,6.402678318,101
GID7624709,Flat5IR,82,123,5.799924077,100
GID7624712,Flat5IR,78,119,6.334986254,98
GID7624727,Flat5IR,74,113,6.121012665,99
GID7624728,Flat5IR,78,117,6.03158991,100
GID7624733,Flat5IR,82,124,5.834923951,100
GID7624738,Flat5IR,83,126,5.910757012,97
GID7624745,Flat5IR,84,128,6.704472103,99
GID7624749,Flat5IR,78,117,5.651783585,101
GID7624753,Flat5IR,75,114,6.633062104,103
GID7624770,Flat5IR,68,107,6.625369824,100
GID7624785,Flat5IR,79,118,6.594078707,103
GID7624831,Flat5IR,78,119,7.216255954,101
GID7624838,Flat5IR,79,119,6.934718506,99
GID7624855,Flat5IR,81,123,6.393310199,104
GID7624880,Flat5IR,79,125,5.590813088,93
GID7624883,Flat5IR,78,125,5.548249139,100
GID7624890,Flat5IR,83,121,6.373694885,98
GID7624891,Flat5IR,82,121,6.333566824,97
GID7624895,Flat5IR,79,119,5.442095675,102
GID7624898,Flat5IR,69,106,6.867539261,100
GID7624964,Flat5IR,81,116,5.503954426,104
GID7624976,Flat5IR,75,112,6.667091265,102
GID7624986,Flat5IR,76,113,6.47548939,95
GID7625005,Flat5IR,79,116,5.63042833,106
GID7625010,Flat5IR,90,132,6.070298541,108
GID7625030,Flat5IR,82,126,6.442348484,103
GID7625034,Flat5IR,79,125,5.535941491,104
GID7625036,Flat5IR,73,108,6.620488868,100
GID7625048,Flat5IR,78,112,6.360169293,95
GID7625055,Flat5IR,80,113,6.815295859,100
GID7625104,Flat5IR,76,113,6.956577402,98
GID7625106,Flat5IR,75,114,6.109080453,98
GID7625107,Flat5IR,79,114,6.806001021,95
GID7625112,Flat5IR,81,114,6.121708613,100
GID7625120,Flat5IR,76,113,6.623309371,95
GID7625125,Flat5IR,77,113,6.482046709,95
GID7625126,Flat5IR,76,112,5.250640885,97
GID7625129,Flat5IR,78,108,6.331854942,97
GID7625141,Flat5IR,81,117,5.560703872,96
GID7625143,Flat5IR,83,116,5.670062452,100
GID7625147,Flat5IR,82,125,5.760190333,100
GID7625149,Flat5IR,74,112,6.612751366,93
GID7625157,Flat5IR,75,111,6.658199921,87
GID7625159,Flat5IR,78,114,5.504357921,91
GID7625161,Flat5IR,80,117,6.439931476,102
GID7625162,Flat5IR,82,120,6.017945815,100
GID7625163,Flat5IR,74,110,6.070061012,100
GID7625179,Flat5IR,75,108,5.994548464,100
GID7625211,Flat5IR,76,110,7.065826658,102
GID7625240,Flat5IR,78,112,6.63044361,96
GID7625257,Flat5IR,72,108,7.140505877,82
GID7625264,Flat5IR,75,111,6.828327513,95
GID7625266,Flat5IR,82,120,6.169355527,105
GID7625273,Flat5IR,79,116,6.757814947,102
GID7625274,Flat5IR,79,114,6.576277139,97
GID7625276,Flat5IR,78,113,6.457495515,97
GID7625281,Flat5IR,78,114,6.69582799,96
GID7625285,Flat5IR,78,115,6.064585584,95
GID7625306,Flat5IR,75,109,5.921829688,93
GID7625351,Flat5IR,79,115,6.731570363,100
GID7625358,Flat5IR,76,112,6.714390937,100
GID7625361,Flat5IR,76,112,6.863813476,96
GID7625362,Flat5IR,78,114,6.386315195,97
GID7625368,Flat5IR,80,119,5.759458478,90
GID7625406,Flat5IR,78,115,6.690865381,104
GID7625432,Flat5IR,82,118,6.208046606,100
GID7625495,Flat5IR,70,106,7.216889128,97
GID7625589,Flat5IR,75,114,6.762339483,92
GID7625592,Flat5IR,77,114,6.508301936,95
GID7625597,Flat5IR,79,117,5.708497123,96
GID7625603,Flat5IR,83,128,6.107918762,105
GID7625619,Flat5IR,78,116,6.600481091,82
GID7625639,Flat5IR,78,115,6.383879307,95
GID7625650,Flat5IR,74,113,7.057851239,90
GID7625651,Flat5IR,75,109,6.788877849,101
GID7625653,Flat5IR,75,112,6.952402901,94
GID7625654,Flat5IR,76,113,6.963047992,93
GID7625655,Flat5IR,76,112,6.163627793,90
GID7625718,Flat5IR,83,128,5.89048775,101
GID7625742,Flat5IR,79,113,5.810680345,95
GID7625744,Flat5IR,70,106,6.040807722,96
GID7625746,Flat5IR,81,114,5.739398551,102
GID7625747,Flat5IR,82,120,5.593693947,100
GID7625757,Flat5IR,82,120,5.666129584,93
GID7625764,Flat5IR,79,119,6.436126812,95
GID7625767,Flat5IR,83,119,6.379460349,97
GID7625768,Flat5IR,79,120,5.845680219,96
GID7625772,Flat5IR,83,120,5.57343761,98
GID7625790,Flat5IR,82,119,5.658565508,93
GID7625795,Flat5IR,72,108,7.669840319,103
GID7625802,Flat5IR,79,117,7.087515104,96
