Line,Env,Daysto50Flower,DaystoMaturity,AvePlantHeight,Biomass,PlantStand
ICCV10,7,57.33333333,98.66666667,40,225.6666667,11
ICCV10101,7,41.66666667,94,36.66666667,176.3333333,12
ICCV10102,7,38,93.33333333,38.66666667,206.3333333,11.33333333
ICCV10103,7,51.33333333,94.66666667,39.33333333,218.3333333,11.33333333
ICCV10104,7,45.66666667,94.33333333,34,119.3333333,12
ICCV10105,7,49.66666667,94,36.33333333,209.6666667,14.66666667
ICCV10106,7,54,94.66666667,38.66666667,163,10.66666667
ICCV10107,7,47.33333333,93,40.33333333,169,10.33333333
ICCV10108,7,52,96.33333333,36.66666667,225.6666667,9
ICCV10109,7,39.33333333,94,40.66666667,161,14.33333333
ICCV10110,7,48,91,36,183,10.66666667
ICCV10111,7,46.66666667,93.33333333,38,210.6666667,12
ICCV10112,7,51,94,36,224.6666667,11
ICCV10113,7,52,95.33333333,40.33333333,164,11
ICCV10114,7,43.66666667,94.66666667,38,222,12.33333333
ICCV10115,7,52.33333333,97.66666667,39.33333333,254,10
ICCV10116,7,49,95,37.33333333,261,12
ICCV10117,7,49.66666667,97,40,204.6666667,11
ICCV10118,7,51.66666667,96.33333333,39.33333333,162.6666667,12
ICCV10301,7,42.66666667,89.66666667,39,135.3333333,10.33333333
ICCV10302,7,48,90.66666667,39,177.3333333,9
ICCV10303,7,48.33333333,91.66666667,48,199.3333333,10.33333333
ICCV10304,7,48.33333333,90.66666667,45.66666667,201.3333333,9
ICCV10305,7,49.33333333,94,41.33333333,183.6666667,9.333333333
ICCV10306,7,41.66666667,91.66666667,41.66666667,200.6666667,10.66666667
ICCV10307,7,46.33333333,91,39.66666667,177.3333333,10.33333333
ICCV10308,7,46,92.66666667,40,175,12
ICCV10309,7,36,91.33333333,42,157,11.33333333
ICCV10310,7,47.33333333,91.33333333,42.66666667,145,10.66666667
ICCV10311,7,42.33333333,92,40,153.3333333,9
ICCV10312,7,48.33333333,94,47.33333333,178.6666667,9
ICCV10313,7,50,92.66666667,44,214,10.33333333
ICCV10314,7,41.66666667,90.33333333,43.66666667,184,9.333333333
ICCV10315,7,48.33333333,90.33333333,42.33333333,190,11.33333333
ICCV10316,7,48.66666667,91,43.33333333,165.3333333,11
ICCV10317,7,48,93.33333333,45.33333333,131.3333333,9.333333333
ICCV10318,7,41,90,39.33333333,129.6666667,11
ICCV2,7,41,89.33333333,39.33333333,129.6666667,10.66666667
ICCV88202,7,48.33333333,93,40.33333333,152.6666667,11
ICCV89509,7,73,117,40.33333333,199.3333333,13
ICCV91302,7,57,104.6666667,43.33333333,156.3333333,9
ICCV92311,7,41,91,42.33333333,160.6666667,10.33333333
ICCV92337,7,44.33333333,90,39.66666667,178.6666667,11
ICCV92944,7,36.33333333,93.33333333,40,156,11
ICCV93122,7,54.66666667,98.33333333,37,156.6666667,12
ICCV95138,7,53.66666667,97.33333333,42,228.6666667,10.66666667
ICCV95332,7,47.33333333,90.33333333,46.66666667,188.3333333,9.666666667
ICCV95334,7,48.66666667,91.33333333,46.33333333,155,9
ICCV95423,7,56.33333333,100.6666667,39.33333333,167.3333333,10.66666667
ICCV96321,7,35,89.66666667,41,172.6666667,11.33333333
ICCV96323,7,46,90.33333333,43.33333333,179,10.33333333
ICCV96325,7,48,90.66666667,41.33333333,173.6666667,11.33333333
ICCV96329,7,35.33333333,91,41,198.6666667,11.66666667
ICCV96331,7,41.66666667,88.33333333,38.33333333,222.3333333,11.33333333
ICCV97016,7,57,98,44.33333333,198.3333333,11.66666667
ICCV97022,7,38,91,38,172.6666667,12
ICCV97024,7,50.33333333,95,36,193.3333333,12.33333333
ICCV97033,7,55,99.33333333,42.33333333,177.6666667,12.33333333
ICCV97103,7,59.33333333,101.3333333,39.33333333,169.3333333,14.33333333
ICCV97106,7,57.66666667,104.3333333,37,140.3333333,13.33333333
ICCV97107,7,54.66666667,97.33333333,37,149.3333333,11.33333333
ICCV97108,7,57,99.66666667,37,186.3333333,10.66666667
ICCV97109,7,55.33333333,99.66666667,41.66666667,211,10.66666667
ICCV97110,7,58.33333333,99.33333333,38.66666667,118.6666667,11
ICCV97114,7,56,99,40.66666667,226.3333333,9
ICCV97115,7,56.66666667,98.33333333,36.33333333,207.6666667,14
ICCV97117,7,54.66666667,99.66666667,42,186,10.66666667
ICCV97119,7,59.66666667,102.3333333,34,164,11.66666667
ICCV97125,7,56.66666667,98.66666667,36.33333333,157.3333333,14
ICCV97126,7,54.33333333,96.33333333,42.33333333,155.6666667,12.66666667
ICCV97127,7,61,101,44.33333333,253,10.66666667
ICCV97301,7,48.66666667,91.33333333,45.33333333,207,10
ICCV97302,7,42.66666667,91.33333333,41,141.6666667,10.33333333
ICCV97306,7,49.66666667,96.33333333,34.33333333,162.6666667,9
ICCV97308,7,50.33333333,97.33333333,33.33333333,167,11
ICCV97309,7,50,94,40.66666667,171.3333333,12.33333333
ICCV97314,7,45.66666667,89,34.33333333,132.6666667,12
ICCV97402,7,57.66666667,100,41.33333333,186.6666667,12
ICCV97404,7,40.66666667,89,37.66666667,148.3333333,9.333333333
JG11,7,47.66666667,94,36.33333333,206,11.66666667
