Line,Env,Daysto50Flower,DaystoMaturity,AvePlantHeight,Biomass,PlantStand
ICCV97127,4,60.33333333,103.6666667,53,279.3333333,11.33333333
ICCV97301,4,42.33333333,89.66666667,48.66666667,226.3333333,9.333333333
ICCV97302,4,38.66666667,92,49.66666667,213.6666667,13
ICCV97306,4,39.33333333,96.66666667,51.33333333,273.6666667,11.33333333
ICCV97308,4,44,97,43,165,12.33333333
ICCV97309,4,40.66666667,95,54.66666667,241,9.333333333
ICCV97314,4,41,88.66666667,51,252,8.666666667
ICCV97402,4,51.66666667,94.66666667,56.66666667,253.3333333,13
ICCV97404,4,53.33333333,96.33333333,51.33333333,232.6666667,11.33333333
JG11,4,42.33333333,97.33333333,46,221,10.33333333
ICCC37,5,43.66666667,92.33333333,35.66666667,262.3333333,16.33333333
ICCC42,5,47.33333333,94.66666667,38.33333333,281.3333333,16.66666667
ICCV00101,5,45.33333333,89.66666667,38.33333333,248.6666667,11
ICCV00102,5,44,90,41.66666667,293.3333333,11
ICCV00103,5,45,93.33333333,42.33333333,247,14.66666667
ICCV00105,5,41,92.66666667,34.66666667,341.6666667,14.33333333
ICCV00106,5,49.66666667,91.66666667,37.66666667,281.6666667,10.33333333
ICCV00107,5,45.33333333,91.33333333,33,277.6666667,10
ICCV00108,5,45,86,36.66666667,201.6666667,15
ICCV00109,5,43,88,39,266.3333333,12.33333333
ICCV00110,5,43.66666667,86,41.33333333,261.6666667,11
ICCV00201,5,48,95.66666667,38.33333333,262,13.66666667
ICCV00202,5,38.66666667,85.66666667,35.33333333,196.3333333,10.66666667
ICCV00301,5,42,90.33333333,35.66666667,154,12.66666667
ICCV00302,5,42.66666667,96.66666667,47,236.3333333,13.66666667
ICCV00303,5,42,89,42,228,14.66666667
ICCV00304,5,40.66666667,92.66666667,41.33333333,274,14.33333333
ICCV00305,5,45,89,42.66666667,253.3333333,12.33333333
ICCV00401,5,46,92.66666667,42.33333333,228.6666667,12.33333333
ICCV00402,5,45,90.33333333,43.66666667,358.6666667,11
ICCV01101,5,45.33333333,93.66666667,43.66666667,335,12
ICCV01102,5,46,97,47.33333333,225.3333333,13.33333333
ICCV01103,5,49.33333333,93,52.33333333,344.3333333,13.33333333
ICCV01104,5,50.33333333,97.66666667,41.66666667,258.3333333,14.66666667
ICCV01301,5,46.33333333,89,43.66666667,239.6666667,15
ICCV01302,5,42.66666667,87.66666667,43,316,12.66666667
ICCV01303,5,43,86,42.66666667,249.3333333,14.66666667
ICCV01304,5,42.33333333,88.66666667,42.66666667,257.3333333,13.33333333
ICCV01305,5,44.33333333,89,42.66666667,282.3333333,13
ICCV01306,5,40.33333333,88,35.33333333,244,13.33333333
ICCV01307,5,39.66666667,89,46,304.3333333,13.66666667
ICCV01308,5,45.33333333,91.33333333,41.33333333,221,11
ICCV01309,5,41.66666667,88,44.66666667,236.3333333,12
ICCV01310,5,42.66666667,88,38.33333333,280.6666667,13.66666667
ICCV01311,5,47.33333333,90.66666667,42.66666667,288.6666667,13.66666667
ICCV03101,5,43.66666667,91.33333333,35.33333333,244,11.33333333
ICCV03102,5,46.33333333,89.66666667,43,287.3333333,12.33333333
ICCV03103,5,43,89.66666667,41.66666667,329,16
ICCV03104,5,47.33333333,95,54.33333333,292,12
ICCV03105,5,49,96,44,264.3333333,12
ICCV03106,5,47,91.33333333,50.66666667,330,9.666666667
ICCV03107,5,42.66666667,90.33333333,45,321,14.66666667
ICCV03108,5,45,99.33333333,51.66666667,291.3333333,12.66666667
ICCV03109,5,45.33333333,92,38.33333333,272,12
ICCV03110,5,42.66666667,90.66666667,37,262.3333333,12.66666667
ICCV03111,5,44,88.66666667,42.33333333,324,12.33333333
ICCV03112,5,46,93.33333333,47.66666667,294,12
ICCV03201,5,49,95.33333333,55.33333333,277,12.66666667
ICCV03202,5,47.66666667,91.66666667,37.66666667,314.6666667,12
ICCV03203,5,49.66666667,91.33333333,41.33333333,222.6666667,13.66666667
ICCV03204,5,48.66666667,95.66666667,50,240,11.33333333
ICCV03205,5,45.33333333,91.33333333,49.33333333,309.6666667,11.66666667
ICCV03206,5,50,95.66666667,42.66666667,304.6666667,11.66666667
ICCV03207,5,47.66666667,93,35.33333333,294,13
ICCV03208,5,48.33333333,91,39,257.3333333,12.66666667
ICCV03209,5,49,91.33333333,37.66666667,220,11.33333333
ICCV03210,5,52.66666667,97.33333333,40.66666667,302,13
ICCV03211,5,49.33333333,92,43.66666667,253,12.33333333
ICCV03212,5,50.66666667,97.66666667,36,257.3333333,13.66666667
ICCV03213,5,51.66666667,96,36,266.6666667,13.33333333
ICCV03214,5,49,92.33333333,39.33333333,213,13.33333333
ICCV03301,5,42.33333333,88.66666667,42.66666667,271.6666667,12.66666667
ICCV03302,5,40.33333333,88,40,294.3333333,15
ICCV03303,5,43,88.66666667,41.33333333,286.6666667,13.33333333
ICCV03304,5,42,89.33333333,38.33333333,252.3333333,13.66666667
ICCV03305,5,42.33333333,89,41.33333333,304.3333333,12.66666667
ICCV03306,5,40.66666667,87,38.33333333,266,14
ICCV03307,5,39.33333333,88,43.66666667,222.6666667,12.33333333
ICCV03308,5,43.66666667,88,44.66666667,270.6666667,14.33333333
ICCV03309,5,44.66666667,88.66666667,42,285.6666667,14
ICCV03310,5,42,87,40.33333333,299.6666667,11.33333333
ICCV03311,5,45.33333333,88.66666667,39.33333333,245.3333333,10.33333333
ICCV03401,5,44.66666667,88.66666667,43,280.3333333,13
ICCV03402,5,47,89.66666667,47,174,13
ICCV03403,5,49,95.66666667,46.66666667,254,10
ICCV03404,5,46.33333333,98.33333333,45.66666667,338.6666667,11.66666667
ICCV03405,5,41.66666667,90.66666667,37.33333333,240.6666667,13.33333333
ICCV03406,5,42.66666667,88,40.66666667,197.6666667,14
ICCV03407,5,43.66666667,90,43,239.6666667,11.33333333
ICCV03408,5,45,92,41,313,12.33333333
ICCV03409,5,42,89.33333333,44,313.6666667,16
ICCV03410,5,42.33333333,88.66666667,40.66666667,256,10
ICCV04101,5,39.66666667,88,31.33333333,238.6666667,11.66666667
ICCV04102,5,38.66666667,83.66666667,32.66666667,262.3333333,11
ICCV04103,5,50.66666667,96.66666667,48.66666667,277.6666667,12.33333333
ICCV04104,5,47.66666667,91,46.66666667,280.3333333,12.33333333
ICCV04105,5,44,90.33333333,34.33333333,183.3333333,12.66666667
ICCV04106,5,46,91.66666667,41.66666667,332.3333333,12.66666667
ICCV04107,5,43,91.33333333,36.66666667,200,14
ICCV04108,5,42.33333333,89.66666667,41.66666667,305.6666667,12.66666667
ICCV04109,5,45,93.33333333,39.66666667,248.6666667,14.66666667
ICCV04110,5,43.33333333,88.66666667,36.66666667,241,15.66666667
ICCV04111,5,45.66666667,93.66666667,49,296.3333333,13.33333333
ICCV04301,5,45.33333333,93.33333333,44,230,14.33333333
ICCV04302,5,48,88.33333333,39,305,15.33333333
ICCV04303,5,45.33333333,90.66666667,44.66666667,261.3333333,13.66666667
ICCV04304,5,47.66666667,93,42.33333333,269.6666667,14
ICCV04305,5,47.33333333,93.66666667,41,290.3333333,12.66666667
ICCV04306,5,47.33333333,95,45.33333333,235,12.66666667
ICCV04307,5,47.66666667,91.33333333,46.33333333,297,9.333333333
ICCV04308,5,45.33333333,89.33333333,45,277,11.66666667
ICCV04309,5,50,101.6666667,42.33333333,223,13.66666667
ICCV04310,5,43,89.66666667,41.33333333,242.3333333,8.666666667
ICCV04311,5,44.66666667,88.66666667,44.33333333,282.3333333,11
ICCV04312,5,41.66666667,94,35.66666667,294,12.33333333
ICCV05102,5,46.33333333,93,48.33333333,317,11.66666667
ICCV05103,5,48.66666667,92,57.66666667,256.6666667,14.33333333
ICCV05105,5,42,90.33333333,33.66666667,235.6666667,13
ICCV05106,5,42.33333333,91,44.33333333,269,13.33333333
ICCV05107,5,43.33333333,91.66666667,37.66666667,256.6666667,10
ICCV05109,5,45.66666667,90.66666667,40.66666667,271.6666667,13.33333333
ICCV05110,5,46.33333333,90.33333333,38.66666667,202.3333333,12
ICCV05112,5,43.66666667,92,39.66666667,262,11
ICCV05113,5,51.66666667,95,52,275.3333333,13
ICCV05114,5,45.66666667,91.66666667,37.66666667,238,11.66666667
ICCV05115,5,43.66666667,91,33,204.3333333,11.66666667
ICCV05116,5,43.33333333,90,35.66666667,216.6666667,13.33333333
ICCV05301,5,47.66666667,95.33333333,45.66666667,250.3333333,11.66666667
ICCV05303,5,42,89,35,297.3333333,13.33333333
ICCV05306,5,41.33333333,88,43.33333333,289.6666667,12.66666667
ICCV05307,5,42,88.66666667,38.33333333,279.6666667,16
ICCV05308,5,42.66666667,90,39.33333333,297.3333333,12.33333333
ICCV05309,5,40.33333333,89,36,247.3333333,12
ICCV05310,5,40.66666667,87.66666667,36.33333333,249.3333333,10.66666667
ICCV05311,5,40.66666667,87,35.66666667,265.6666667,12.33333333
ICCV05312,5,40.33333333,87,39.33333333,317.6666667,13
ICCV05313,5,41.33333333,87,34.33333333,293.6666667,11.66666667
ICCV05314,5,41.66666667,90,36,230.3333333,10.66666667
ICCV05315,5,46,91.33333333,44,292,12
ICCV06101,5,46.33333333,91.66666667,43.66666667,267.6666667,14.66666667
ICCV06102,5,45.66666667,91.66666667,39.33333333,279.6666667,14.66666667
ICCV06103,5,42.33333333,91.66666667,40,274.3333333,11.66666667
ICCV06104,5,46,90,33.66666667,213,13
ICCV06105,5,45.66666667,92.66666667,39,325.3333333,11.66666667
ICCV06106,5,45.66666667,92.66666667,39.33333333,264.3333333,10.66666667
ICCV06107,5,44.33333333,90.66666667,40.66666667,324.6666667,12
ICCV06108,5,43,90.33333333,35.33333333,240,13.66666667
ICCV06109,5,38.66666667,86,43.33333333,256,12.33333333
ICCV06301,5,42,87,34.33333333,267.6666667,15.33333333
ICCV06303,5,43.66666667,87,36.33333333,190.3333333,13
ICCV06304,5,41.66666667,89.33333333,40.33333333,274,14.33333333
ICCV06305,5,42,88,39,326,13.33333333
ICCV06306,5,41.33333333,89,44.66666667,304,13.66666667
ICCV06307,5,40.66666667,87,42.33333333,235,12.66666667
ICCV07101,5,48,94.33333333,49.66666667,358,15.66666667
ICCV07102,5,48.66666667,94,47,252.6666667,12
ICCV07103,5,53,100,44.33333333,247.6666667,13.33333333
ICCV07104,5,48,95.66666667,49.66666667,250,14.33333333
ICCV07105,5,48.66666667,94,45.66666667,282.6666667,13
ICCV07106,5,44.33333333,97.66666667,41.33333333,276.3333333,14.33333333
ICCV07107,5,43,95.66666667,42.33333333,272.3333333,12.66666667
ICCV07108,5,45,89.66666667,38,279,12
ICCV07109,5,47.33333333,91.33333333,36.66666667,257.3333333,14.66666667
ICCV07110,5,44.66666667,91.33333333,41.33333333,242,12.66666667
ICCV07111,5,46.33333333,92.33333333,49,309,13.33333333
ICCV07112,5,47.66666667,93,48,254.3333333,12.66666667
ICCV07113,5,48,93.66666667,41.33333333,269,13
ICCV07114,5,53.33333333,98.33333333,46,264.6666667,12
ICCV07115,5,43,91.33333333,38.66666667,227.6666667,12.33333333
ICCV07116,5,44.33333333,95.33333333,36.33333333,288.3333333,15.33333333
ICCV07117,5,43.66666667,91.33333333,39,274,12.66666667
ICCV07118,5,45,96,35.33333333,195.3333333,11
ICCV07301,5,49.33333333,94.33333333,43,299,10.66666667
ICCV07302,5,42.66666667,88,37,240.6666667,14
ICCV07303,5,43,89.66666667,41,255.3333333,13
ICCV07304,5,44.33333333,88.66666667,42,242.3333333,12
ICCV07305,5,42.33333333,88.66666667,44.66666667,260.6666667,12.33333333
ICCV07306,5,43.33333333,89.33333333,35.33333333,229.3333333,12
ICCV07307,5,43.66666667,89,34.33333333,179,13
ICCV07308,5,43.33333333,88,37,283.3333333,11.66666667
ICCV07309,5,45,90.66666667,42.66666667,227.3333333,11.66666667
ICCV07310,5,47,95,47,320,14
ICCV07311,5,41.66666667,88.66666667,44,235.3333333,14
ICCV07312,5,47.66666667,98.33333333,43.33333333,299.3333333,13.33333333
ICCV07313,5,43.33333333,91.33333333,48.66666667,274.6666667,10
ICCV08101,5,48.33333333,93.33333333,55,358.3333333,16
ICCV08102,5,48,99.66666667,55,318.3333333,13
ICCV08103,5,44.66666667,91.33333333,44.66666667,334.6666667,15
ICCV08104,5,44.33333333,94,40.66666667,254,16
ICCV08105,5,45.33333333,92,41.33333333,274,13.33333333
ICCV08106,5,46.66666667,92.66666667,38.66666667,260,11.33333333
ICCV08107,5,45,92,39.33333333,267.6666667,11
ICCV08109,5,45.66666667,94,49.33333333,257.6666667,12.33333333
ICCV08110,5,44.33333333,90.66666667,36,236.3333333,11
ICCV08111,5,45.33333333,94,40.66666667,299.6666667,11.33333333
ICCV08301,5,42.66666667,88,34.33333333,213,12
ICCV08302,5,42.33333333,95.66666667,41,195.3333333,11.66666667
ICCV08303,5,42,88.66666667,42.33333333,263.6666667,14
ICCV08304,5,44.66666667,92,35.33333333,244.6666667,11
ICCV08305,5,41.66666667,87.66666667,37.66666667,293,13
ICCV08306,5,49,91.66666667,42,223.6666667,13
ICCV08307,5,43,87,35.66666667,226,10.66666667
ICCV08308,5,40,88.66666667,39.33333333,252,13.66666667
ICCV08309,5,42.66666667,92,41,218,13
ICCV08310,5,41.33333333,92,40.33333333,171.3333333,13.33333333
ICCV08311,5,41.66666667,88,42.33333333,276.6666667,13
ICCV08312,5,42.66666667,89,40.33333333,261,13
ICCV08313,5,43,89,41.33333333,232,13.33333333
ICCV08314,5,41,88,40.66666667,261.6666667,10.66666667
ICCV09101,5,48.33333333,91.66666667,33.66666667,324.3333333,11.33333333
ICCV09102,5,43.33333333,90.33333333,36.33333333,305,12.66666667
ICCV09103,5,42.66666667,92.66666667,35,300,13
ICCV09104,5,42.66666667,91.66666667,38,309.6666667,13.33333333
ICCV09105,5,42.66666667,92.66666667,37,251,12.33333333
ICCV09106,5,41.66666667,86,37,322.3333333,14.66666667
ICCV09107,5,44,92.33333333,34,238,13.33333333
ICCV09108,5,42,91,43,273,12.33333333
ICCV09109,5,46.66666667,91.66666667,40,337,12.66666667
ICCV09110,5,43.66666667,89.66666667,35.66666667,275.6666667,11.66666667
ICCV09111,5,42.66666667,94.33333333,43.33333333,312,13.66666667
ICCV09112,5,42,89.66666667,34.66666667,266,12.66666667
ICCV09113,5,41.33333333,88,36.66666667,303,13.66666667
ICCV09114,5,44.33333333,92.66666667,39.66666667,270.6666667,11.66666667
ICCV09115,5,44,90.66666667,36.66666667,290.6666667,15
ICCV09116,5,42.66666667,95.33333333,38,248.3333333,13.33333333
ICCV09117,5,42,89.66666667,35.33333333,308.6666667,13.66666667
ICCV09118,5,42.33333333,93.66666667,31.66666667,178.3333333,9.666666667
ICCV09301,5,42,88.66666667,37,289,14
ICCV09302,5,46.66666667,94,33.33333333,147,12
ICCV09303,5,47,92.33333333,46,285.6666667,10.66666667
ICCV09304,5,44,91,33.66666667,182,11
ICCV09305,5,42.33333333,88,39.66666667,248,12.33333333
ICCV09306,5,45.33333333,90.33333333,45.33333333,265.3333333,10
ICCV09307,5,39,91.33333333,42,275.3333333,17
ICCV09308,5,43.33333333,89,40,214.3333333,9.333333333
ICCV09309,5,43.66666667,90,33.66666667,306.6666667,13.66666667
ICCV09310,5,40,89.33333333,39.66666667,240.3333333,13.33333333
ICCV09311,5,43,88,35,207.3333333,12
ICCV09312,5,42.66666667,89,36.33333333,197.3333333,12
ICCV09313,5,41,88.66666667,41,258.6666667,12.66666667
ICCV09314,5,41,88,38,289.6666667,14.33333333
ICCV09315,5,42.33333333,90.33333333,42.66666667,202.3333333,12.33333333
ICCV09316,5,40,88,42.33333333,258,11.33333333
ICCV09317,5,44,92,39.33333333,225,9.333333333
ICCV09318,5,40.66666667,88,39.33333333,237.6666667,12.33333333
ICCV10,5,47.33333333,93.66666667,39.33333333,306.3333333,11.66666667
ICCV10101,5,43.33333333,93.33333333,39,259.3333333,12.66666667
ICCV10102,5,42.66666667,90.66666667,41,254,13
ICCV10103,5,41.66666667,91.33333333,40.66666667,335,13
ICCV10104,5,41,91,36.66666667,239,12
ICCV10105,5,45.66666667,94.33333333,41,240,13
ICCV10106,5,46.66666667,92.33333333,37.66666667,252.3333333,14.66666667
ICCV10107,5,40.66666667,91,40.66666667,262.6666667,12.33333333
ICCV10108,5,44.66666667,90,40.66666667,317.6666667,13.33333333
ICCV10109,5,40,91,37.33333333,293,14.33333333
ICCV10110,5,43.66666667,94.66666667,34.66666667,277,12.33333333
ICCV10111,5,41.66666667,90,38,274,13.66666667
ICCV10112,5,43.66666667,92.66666667,35.66666667,278,13.66666667
ICCV10113,5,46.66666667,93,38,284.3333333,10.66666667
ICCV10114,5,43.66666667,90,35.66666667,209.6666667,13.66666667
ICCV10115,5,47,96,36.66666667,276.6666667,13.66666667
ICCV10116,5,41,91.33333333,36.66666667,326,14.33333333
ICCV10117,5,45,92.66666667,43,255,15
ICCV10118,5,43,95.33333333,39.33333333,262.3333333,11.66666667
ICCV10301,5,43,88,34.66666667,166,10.33333333
ICCV10302,5,43.66666667,90,42,295.6666667,12.66666667
ICCV10303,5,48.33333333,93.66666667,37,206.3333333,13
ICCV10304,5,42.66666667,89.33333333,41,299,11.33333333
ICCV10305,5,46,92,35,305.3333333,11.66666667
ICCV10306,5,42.33333333,89,37,205.3333333,11
ICCV10307,5,43,89,34,193.6666667,11.33333333
ICCV10308,5,44,95,42.66666667,300.3333333,12.33333333
ICCV10309,5,41.66666667,90.33333333,38.66666667,243,9.666666667
ICCV10310,5,43,92,46.33333333,273,11.66666667
ICCV10311,5,42.66666667,88,39,250,10.66666667
ICCV10312,5,46,97.33333333,45.33333333,271,11
ICCV10313,5,48.66666667,100.3333333,44,270,11.66666667
ICCV10314,5,44,89,41.66666667,289.3333333,13
ICCV10315,5,43,88.66666667,44,243,9
ICCV10316,5,43.66666667,88,43,274.6666667,11.66666667
ICCV10317,5,50.33333333,93,44.66666667,249,13
ICCV10318,5,42.66666667,92.66666667,39,321.3333333,12.66666667
ICCV2,5,39.66666667,87,43.66666667,273.6666667,12.33333333
ICCV88202,5,45,89.66666667,35,215.3333333,13
ICCV89509,5,53.66666667,108.3333333,44.33333333,352,12.33333333
ICCV91302,5,52,100.6666667,43,289.6666667,13.33333333
ICCV92311,5,43,90.66666667,38,285,12.33333333
ICCV92337,5,42,89,34.66666667,249.6666667,14.33333333
ICCV92944,5,43.66666667,91.33333333,44.33333333,262.3333333,13.66666667
ICCV93122,5,51,100,40.33333333,269.6666667,15.33333333
ICCV95138,5,51.66666667,94,44,295.3333333,12.66666667
ICCV95332,5,41.33333333,90,40,198.3333333,15.66666667
ICCV95334,5,47,91,44.33333333,117.3333333,8.666666667
ICCV95423,5,49,95,45.33333333,315.3333333,17.33333333
ICCV96321,5,41.33333333,93.66666667,42.66666667,231,12.33333333
ICCV96323,5,44,89.33333333,39,243.3333333,12
ICCV96325,5,44.66666667,89.66666667,42.33333333,273,13.66666667
ICCV96329,5,41.66666667,93.33333333,43.33333333,231.3333333,12
ICCV96331,5,43.66666667,88,37,180.6666667,14
ICCV97016,5,46,91.66666667,37.66666667,185.3333333,13.33333333
ICCV97022,5,44,90.66666667,38,246.6666667,12
ICCV97024,5,44,90.66666667,39.66666667,285,11
ICCV97033,5,45,92.66666667,39,238.3333333,9
ICCV97103,5,52.33333333,98.33333333,40.33333333,258.6666667,13
ICCV97106,5,48,95.66666667,38.33333333,250.3333333,12
ICCV97107,5,49,94.66666667,38.33333333,276.6666667,14
ICCV97108,5,51.33333333,94,39.66666667,261.3333333,11.33333333
ICCV97109,5,54,100.3333333,41.66666667,295.6666667,15.33333333
ICCV97110,5,52.33333333,99,40.66666667,220.6666667,12
ICCV97114,5,50,93.66666667,43.66666667,270,13.33333333
ICCV97115,5,52.33333333,97,37,296.6666667,13
ICCV97117,5,47.33333333,96.66666667,38,228.3333333,12.33333333
ICCV97119,5,50.33333333,94.66666667,36.66666667,282.6666667,13
ICCV97125,5,49.33333333,95.66666667,39.33333333,321.3333333,11
ICCV97126,5,49,93.66666667,38.66666667,258.6666667,14
ICCV97127,5,50.66666667,98.66666667,48.66666667,272,12.66666667
ICCV97301,5,47.66666667,89,37.66666667,261.3333333,12.66666667
ICCV97302,5,41.66666667,88,42,270,13
ICCV97306,5,48,98.33333333,34.33333333,230,12
ICCV97308,5,47,98.66666667,36.33333333,244.6666667,15.66666667
ICCV97309,5,42.33333333,97.33333333,43,276,15.33333333
ICCV97314,5,42.33333333,87,37,270.6666667,14.66666667
ICCV97402,5,49,93,42,283.3333333,15.66666667
ICCV97404,5,48.66666667,96.66666667,43,230.3333333,13.33333333
JG11,5,44,95.66666667,35.66666667,306,12.33333333
ICCC37,6,53,109.6666667,58.33333333,327.3333333,13.33333333
ICCC42,6,52.66666667,111.3333333,66.66666667,381,12.66666667
ICCV00101,6,53.33333333,110,64,393.6666667,13.33333333
ICCV00102,6,54,108,52.66666667,310.6666667,11.66666667
ICCV00103,6,59.66666667,112,61,384.3333333,13.66666667
ICCV00105,6,52.33333333,113,46,340.6666667,13.33333333
ICCV00106,6,53.66666667,110.3333333,52.66666667,345.3333333,10.33333333
ICCV00107,6,54.33333333,104,50.33333333,353.3333333,13
ICCV00108,6,49.33333333,110.6666667,58.33333333,245,9.333333333
ICCV00109,6,47.33333333,105.6666667,52,345.3333333,10
ICCV00110,6,50,108.3333333,58,336.6666667,10.66666667
ICCV00201,6,46.66666667,108.6666667,61,323.3333333,11.33333333
ICCV00202,6,43,107.6666667,65.66666667,376.3333333,12.66666667
ICCV00301,6,54.66666667,113,50,303,9
ICCV00302,6,57.66666667,112.6666667,50,392.6666667,12.33333333
ICCV00303,6,56,107.6666667,56,259.3333333,11.33333333
ICCV00304,6,57,111.6666667,56.66666667,411,14.66666667
ICCV00305,6,51,112.6666667,49.33333333,297.6666667,13.33333333
ICCV00401,6,48.33333333,111.3333333,48.66666667,364.3333333,11.33333333
ICCV00402,6,51,107.3333333,56.33333333,309.6666667,12
ICCV01101,6,49.33333333,106,50.33333333,362.3333333,9.666666667
ICCV01102,6,48,103.3333333,49,356.6666667,12.66666667
ICCV01103,6,47.33333333,105,60.33333333,325.6666667,14.66666667
ICCV01104,6,47,104.3333333,57.33333333,335.3333333,13
ICCV01301,6,54,112,54.33333333,398,10
ICCV01302,6,42.33333333,109.3333333,41.33333333,259.6666667,13
ICCV01303,6,53,109.6666667,55.33333333,476.6666667,17.66666667
ICCV01304,6,50.33333333,105.6666667,56,349.6666667,13
ICCV01305,6,53.33333333,109,56.33333333,361,10.33333333
ICCV01306,6,56,112.6666667,52,309,13.66666667
ICCV01307,6,35,100.6666667,41.33333333,217.6666667,11.33333333
ICCV01308,6,39.33333333,104.6666667,47,256.3333333,12.66666667
ICCV01309,6,44.66666667,106,55.33333333,305.6666667,11
ICCV01310,6,44,105,60.33333333,342.3333333,14
ICCV01311,6,35.66666667,106.6666667,53.66666667,305.6666667,9.333333333
ICCV03101,6,56,110.3333333,60,296.3333333,9.666666667
ICCV03102,6,42.33333333,106.3333333,52.66666667,320,12.33333333
ICCV03103,6,57.66666667,109.3333333,63.33333333,363.6666667,10
ICCV03104,6,49.33333333,102.3333333,56.33333333,340.3333333,9.333333333
ICCV03105,6,54.33333333,109,64,386.6666667,13
ICCV03106,6,52.66666667,112,74,423.3333333,10.33333333
ICCV03107,6,51,114,54,344.3333333,9
ICCV03108,6,51.66666667,114,56,252,10
ICCV03109,6,54.33333333,114,53.33333333,380.3333333,10.66666667
ICCV03110,6,54.33333333,110.6666667,66,386.6666667,12
ICCV03111,6,55.66666667,110,43.33333333,381.6666667,15
ICCV03112,6,53.33333333,111.6666667,66.33333333,366.3333333,11.66666667
ICCV03201,6,55.33333333,110.3333333,67.33333333,400.3333333,10
ICCV03202,6,36.66666667,109,57.33333333,356.3333333,11.33333333
ICCV03203,6,56.33333333,113,60.66666667,375.3333333,10.33333333
ICCV03204,6,43.33333333,105,55.66666667,330,10.66666667
ICCV03205,6,45.66666667,106.3333333,58.66666667,315,9.666666667
ICCV03206,6,42.33333333,100.3333333,58.33333333,294.3333333,9.666666667
ICCV03207,6,50.66666667,108.6666667,60.66666667,375.3333333,9
ICCV03208,6,48.66666667,107,55.66666667,382.6666667,10.33333333
ICCV03209,6,51.33333333,107.6666667,56.33333333,362,12
ICCV03210,6,46.33333333,108.3333333,56.33333333,327,9.666666667
ICCV03211,6,43.33333333,107.3333333,59.33333333,315.3333333,9
ICCV03212,6,42.33333333,104,66,353,14
ICCV03213,6,42.66666667,103.3333333,56.66666667,306.3333333,12.66666667
ICCV03214,6,43.33333333,101.6666667,52,373,11.66666667
ICCV03301,6,51,106.3333333,56,303.6666667,11.66666667
ICCV03302,6,56,109.6666667,66.33333333,379.6666667,11.66666667
ICCV03303,6,49.66666667,102.3333333,53.66666667,258.6666667,7.333333333
ICCV03304,6,56.33333333,112,57,446,12.66666667
ICCV03305,6,53.66666667,111.3333333,72,396,13.33333333
ICCV03306,6,55.66666667,114.3333333,74,338,11
ICCV03307,6,57,111.3333333,53,296.6666667,11.33333333
ICCV03308,6,50,103.3333333,57,374.3333333,12
ICCV03309,6,49.33333333,103.6666667,53.33333333,314.6666667,8.333333333
ICCV03310,6,50.66666667,108,63.66666667,330.6666667,10.33333333
ICCV03311,6,48,104,61,394.6666667,12
ICCV03401,6,46,104.3333333,60.66666667,291,12
ICCV03402,6,46,108.3333333,56,342,10.66666667
ICCV03403,6,50.33333333,104,57,348,9
ICCV03404,6,52,109.6666667,57.33333333,325.3333333,10.66666667
ICCV03405,6,42.66666667,107,56,417.3333333,13.66666667
ICCV03406,6,51.33333333,107.6666667,56.66666667,429,9.333333333
ICCV03407,6,51,109.3333333,60.66666667,367.3333333,10.33333333
ICCV03408,6,52,109.3333333,42,338.6666667,13
ICCV03409,6,52,103.6666667,50,384.3333333,13
ICCV03410,6,53,108.3333333,54,345.3333333,12
ICCV04101,6,43.33333333,103.6666667,58.66666667,387,11
ICCV04102,6,45.66666667,100.3333333,56,313.3333333,11.66666667
ICCV04103,6,44,102.3333333,51.33333333,384.3333333,11.33333333
ICCV04104,6,56.66666667,113.6666667,48,278.6666667,10.66666667
ICCV04105,6,46.66666667,109.6666667,54.66666667,321,11.66666667
ICCV04106,6,50.66666667,111,58.66666667,384,11.66666667
ICCV04107,6,54.33333333,113,51,423.6666667,10.66666667
ICCV04108,6,52.33333333,110,63.33333333,439,10
ICCV04109,6,51.33333333,112.6666667,51.66666667,300,9
ICCV04110,6,51,110.6666667,59.33333333,419,15
ICCV04111,6,53,109.3333333,67.33333333,326.3333333,8
ICCV04301,6,54.66666667,113.3333333,64.33333333,410.3333333,11
ICCV04302,6,58.66666667,112,69.66666667,499.6666667,10.66666667
ICCV04303,6,53.33333333,110,68.66666667,433.6666667,14
ICCV04304,6,47,109.3333333,53.66666667,303.3333333,11
ICCV04305,6,56.66666667,113.3333333,74.66666667,310.6666667,12.66666667
ICCV04306,6,52.66666667,111.3333333,54.33333333,345,13.66666667
ICCV04307,6,55.66666667,109.3333333,57.66666667,419.6666667,15.33333333
ICCV04308,6,53.66666667,108,50.33333333,327.6666667,12.66666667
ICCV04309,6,50,112.3333333,75.66666667,411.3333333,12
ICCV04310,6,57.33333333,113.3333333,66.66666667,362.6666667,11.33333333
ICCV04311,6,50,111,50,370.6666667,12
ICCV04312,6,54.66666667,111,51,274,14
ICCV05102,6,56,109.6666667,56.33333333,454.6666667,13
ICCV05103,6,50.66666667,112,46,380.3333333,12
ICCV05105,6,47.66666667,111.3333333,53.33333333,321,12
ICCV05106,6,50,111.3333333,55.33333333,331.6666667,11
ICCV05107,6,50.33333333,103,44.33333333,282,9.666666667
ICCV05109,6,53,113,54,331,10.66666667
ICCV05110,6,53.33333333,113.3333333,53.33333333,283.3333333,13
ICCV05112,6,50.66666667,111.6666667,51,336.3333333,9
